,Unnamed: 0,t,S,J,ET,Q,C_in,C_out,C_in --> Q
59,60,60,22.5337583333333,0.0,0.0376622,0.008975,0.0,6.285e-17,0.009977443582874116
60,61,61,22.48649375,0.0,0.0584175,0.0089116666666666,0.0,1.06733333333333e-16,0.009977377855537256
61,62,62,22.44029375,0.0,0.0558421,0.00884,0.0,1.8283333333333298e-16,0.009977312624706938
62,63,63,22.4019395833333,0.0,0.0497727,0.00876,0.0,3.14666666666667e-16,0.009977247951616688
63,64,64,22.3558125,0.0,0.0331092,0.0086685714285714,0.0,5.56428571428571e-16,0.009977183908872197
64,65,65,22.31095,0.0,0.0523529,0.0085742857142857,0.0,9.57428571428571e-16,0.00997712054895492
65,66,66,22.2705583333333,0.0,0.0434463,0.00848,0.0,1.6033333333333301e-15,0.009977057882350503
66,67,67,22.3043215425532,0.0,0.0330776,0.008396914893617,0.0,2.4017021276595704e-15,0.009976995867889273
67,68,68,22.40989375,0.3302,0.0207675,0.0083042857142857,33.02,3.5757142857142906e-15,0.013992549081488576
68,69,69,22.3884791666667,0.0,0.0181545,0.0081866666666666,0.0,6.05e-15,0.01800807066520652
69,70,70,22.367625,0.0,0.0277879,0.00806,0.0,9.97e-15,0.018007962912315593
70,71,71,22.330896875,0.0,0.0284411,0.007895,0.0,1.8375e-14,0.018007857094474954
71,72,72,22.2979458333333,0.0,0.0493356,0.007765,0.0,2.83166666666667e-14,0.01800775323375835
72,73,73,22.2639265625,0.0,0.0360227,0.007625,0.0,4.39875e-14,0.01800765116432731
73,74,74,22.2270840909091,0.0,0.0450066,0.0074790909090909,0.0,6.731818181818181e-14,0.01800755099166267
74,75,75,22.1952420454545,0.0,0.0345323,0.0073381818181818,0.0,9.95181818181818e-14,0.018007452721762015
75,76,76,22.16065,0.0,0.0322461,0.007185,0.0,1.48e-13,0.018007356402827305
76,77,77,22.1204573863636,0.0,0.0374888,0.0070322727272727,0.0,2.17363636363636e-13,0.018007262113205844
77,78,78,22.0741712121212,0.0,0.0544498,0.0068893939393939,0.0,3.08515151515151e-13,0.018007169784536165
78,79,79,22.0310432432432,0.0,0.0609843,0.0067559459459459,0.0,4.25351351351351e-13,0.01800707928892865
79,80,80,21.9904668918919,0.0,0.0400276,0.0066124324324324,0.0,5.92756756756757e-13,0.018006990630565003
80,81,81,21.9498979651163,0.0,0.0426773,0.0064727906976744,0.0,8.10744186046512e-13,0.018006903850494447
81,82,82,21.9142225,0.0,0.0495194,0.0063442857142857,0.0,1.0723142857142899e-12,0.01800681884915529
82,83,83,21.878044551282,0.0,0.0213156,0.0061994871794871,0.0,1.46487179487179e-12,0.018006735660721244
83,84,84,21.840993125,0.0,0.0532919,0.0060755,0.0,1.88875e-12,0.018006654255206197
84,85,85,21.8106636363636,0.0,0.0202407,0.0059412121212121,0.0,2.4833333333333297e-12,0.018006574562881482
85,86,86,21.7700913043478,0.0,0.031149,0.0058089130434782,0.0,3.23282608695652e-12,0.018006496638846837
86,87,87,21.6945543491484,0.0,0.0570431,0.00563700729927,0.0,4.25554744525547e-12,0.018006420732550234
87,88,88,21.6744201041667,0.0,0.105247,0.0056125,0.0,4.86983333333333e-12,0.018006346129125148
88,89,89,21.7041461538462,0.1778,0.0280861,0.0054623076923076,17.78,6.18692307692308e-12,0.019170564115448763
89,90,90,21.69426875,0.0,0.0196718,0.0053025,0.0,8.18e-12,0.020334778048894123
90,91,91,21.6411416666667,0.0,0.0548348,0.0051658974358974,0.0,1.02210256410256e-11,0.020334699648620967
91,92,92,21.5681324621212,0.0,0.102864,0.0050105454545454,0.0,1.24606060606061e-11,0.020334623435153243
92,93,93,21.5300177325581,0.0,0.0843482,0.0049738870431893,0.0,1.4565780730897e-11,0.020334548659968907
93,94,94,21.49389625,0.0,0.0848171,0.0048375714285714,0.0,1.7714285714285698e-11,0.020334475180485086
94,95,95,21.4995575146628,0.0,0.0856659,0.0047323167155425,0.0,2.0684750733137798e-11,0.020334403510413615
95,96,96,21.6111625,0.3048,0.0268984,0.004585,30.48,2.4121428571428597e-11,0.023755925612999596
96,97,97,21.5636801470588,0.0,0.0512114,0.0044094117647058,0.0,3.04941176470588e-11,0.027177435169037645
97,98,98,21.51319375,0.0,0.0934679,0.0042953571428571,0.0,3.5225e-11,0.02717734803982454
98,99,99,21.4629625,0.0,0.0521468,0.0041640909090909,0.0,4.1395454545454496e-11,0.027177263366385068
99,100,100,21.4074545454546,0.0,0.0677887,0.0040361038961039,0.0,4.8298701298701295e-11,0.027177181288149697
100,101,101,21.3848129310345,0.0,0.0665212,0.0039425862068965,0.0,5.412586206896549e-11,0.02717710142726015
101,102,102,21.4023451923077,0.1524,0.0243372,0.0038161538461538,15.24,6.216923076923079e-11,0.028032421899833335
102,103,103,21.3974886363636,0.0,0.0291874,0.003670909090909,0.0,7.282727272727269e-11,0.028887741977432744
103,104,104,21.420925,0.0,0.0305439,0.003560119047619,0.0,8.216309523809519e-11,0.028887665044578886
104,105,105,21.5765018092105,0.254,0.0182384,0.0034261842105263,25.4,9.402894736842109e-11,0.03126369686450767
105,106,106,21.6313183333333,0.254,0.0272194,0.0033333333333333,25.4,1.0326e-10,0.036015829467558304
106,107,107,21.617575,0.0,0.0531356,0.0032133333333333,0.0,1.1666666666666701e-10,0.03839184699252188
107,108,108,21.6242391129032,0.0,0.0637098,0.0030896774193548,0.0,1.31677419354839e-10,0.03839175787043982
108,109,109,21.6902175,0.2032,0.0363001,0.002981,20.32,1.462e-10,0.03991238013517103
109,110,110,21.6822083333333,0.0,0.0272709,0.0028666666666666,0.0,1.62666666666667e-10,0.04143300122922742
110,111,111,21.65218125,0.0,0.0378128,0.0027275,0.0,1.8475e-10,0.04143291586417314
111,112,112,21.6272875,0.0,0.0614735,0.002642,0.0,2.006e-10,0.0414328339276204
112,113,113,21.603715,0.0,0.0244004,0.00252,0.0,2.236e-10,0.041432755157592295
113,114,114,21.621159765625,0.0,0.0266794,0.002423125,0.0,2.4325e-10,0.04143267972764847
114,115,115,21.7144075,0.2032,0.0224756,0.0023288571428571,20.32,2.6608571428571403e-10,0.042953315559605604
115,116,116,21.8332485,0.1524,0.0296008,0.002232,15.24,2.9232e-10,0.04532934940285737
116,117,117,21.94139375,0.2794,0.062128,0.0021378571428571,27.94,3.16857142857143e-10,0.0508103700434416
117,118,118,21.9032953125,0.0,0.0744149,0.00203125,0.0,3.5025e-10,0.05708157537242209
118,119,119,21.8551632352941,0.0,0.085328,0.0019488235294117,0.0,3.79058823529412e-10,0.057081337903572005
119,120,120,21.7891964285714,0.0,0.0856358,0.0018681632653061,0.0,4.11612244897959e-10,0.05708111016620062
120,121,121,21.7239498287671,0.0,0.128513,0.0017961643835616,0.0,4.42e-10,0.05708089153803319
121,122,122,21.7031048387097,0.0,0.0885457,0.0017451612903225,0.0,4.68774193548387e-10,0.05708068024950498
122,123,123,21.7622671875,0.2286,0.044527,0.00168,22.86,5.0775e-10,0.0629449763994545
123,124,124,21.714525,0.0,0.0646663,0.0016214285714285,0.0,5.53714285714286e-10,0.06965688563785385
124,125,125,21.6738375,0.0,0.0771564,0.0015782608695652,0.0,5.91260869565217e-10,0.06965660808396086
125,126,126,21.625420212766,0.0,0.062841,0.0015427659574468,0.0,6.34914893617021e-10,0.06965633735459964
126,127,127,21.850892837274,0.0,0.0859091,0.0015449902642559,0.0,6.73122392211405e-10,0.06965606951224773
127,128,128,22.5418656879195,1.1684,0.0256543,0.0015091946308724,116.84,7.17570469798658e-10,0.15105593460462433
128,129,129,22.9503266791045,0.4572,0.031886,0.0014968656716417,45.72,7.72268656716418e-10,0.2650307123963421
129,130,130,23.1591128125,0.381,0.0238247,0.00149625,38.1,8.235e-10,0.31608467592816725
130,131,131,23.1652904411765,0.0,0.0578344,0.0015029411764705,0.0,8.79647058823529e-10,0.3390160762657297
131,132,132,23.1369133333333,0.0,0.0610478,0.0015146666666666,0.0,9.454e-10,0.3390141303065122
132,133,133,23.088673125,0.0,0.0766273,0.001533,0.0,1.00815e-09,0.3390121649776559
133,134,134,23.0310659090909,0.0,0.0787681,0.0015690909090909,0.0,1.075e-09,0.33901016456740607
134,135,135,22.9681180555556,0.0,0.0851053,0.0016555555555555,0.0,1.14833333333333e-09,0.3390080851420215
135,136,136,22.8974136363636,0.0,0.0871493,0.0018145454545454,0.0,1.2263636363636402e-09,0.33900584745245765
136,137,137,22.800825,0.0,0.0976329,0.0020942857142857,0.0,1.31714285714286e-09,0.33900332687093215
137,138,138,22.6912875,0.0,0.139215,0.00248,0.0,1.4283333333333302e-09,0.33900037720611953
138,139,139,22.8708175694444,0.0,0.16124,0.0029395,0.0,1.55305555555556e-09,0.33899688255871635
139,140,140,23.8071366414141,0.7874,0.0570547,0.0035102828282828,78.74,1.71379797979798e-09,0.40900503993861903
140,141,141,24.5407682239057,1.4732,0.0400443,0.0039409764309764,147.32,1.8572390572390602e-09,0.7977518371209577
141,142,142,24.8542,0.4318,0.0261416,0.0045893589743589,43.18,2.0971794871794903e-09,1.225940457968407
142,143,143,25.2460936587591,0.0,0.0969392,0.0052438686131386,0.0,2.41036496350365e-09,1.3176606623923897
143,144,144,25.6840125,1.016,0.0306128,0.0057324107142857,101.6,2.7183928571428603e-09,1.6119406005320855
144,145,145,25.6228517045455,0.0,0.113042,0.0065429545454545,0.0,3.2375e-09,1.941484606909209
145,146,146,26.4856737605932,0.0,0.133348,0.0081637966101694,0.0,4.06341525423729e-09,1.9413528336483603
146,147,147,27.2726537934492,2.1844,0.075108,0.0102094652406417,218.44,5.054237967914441e-09,3.0295128630731956
147,148,148,27.0973747282609,0.0,0.227412,0.0150673913043478,0.0,8.28492753623188e-09,4.244673658248776
148,149,149,26.8284389423077,0.0,0.275843,0.0248519230769231,0.0,1.20707692307692e-07,4.2436078758145435
149,150,150,26.5519202586207,0.0,0.283655,0.041048275862069,0.0,1.65465172413793e-05,4.241849134479941
150,151,151,26.2366681818182,0.0,0.302777,0.0618393939393939,0.0,0.000543203030303,4.2391049623298445
151,152,152,25.9128784090909,0.0,0.362247,0.0772022727272727,0.0,0.0043004545454545,4.235399698573497
152,153,153,25.56095325,0.0,0.385127,0.084582,0.0,0.0157016,4.231085712124641
153,154,154,25.1764875,0.0,0.504696,0.0864178571428571,0.0,0.0362607142857143,4.22651474986886
154,155,155,24.7517712719298,0.0,0.588607,0.0852035087719298,0.0,0.0664105263157895,4.221931770130085
155,156,156,24.3115935416667,0.0,0.62933,0.0823783333333333,0.0,0.102883333333333,4.217462138714224
156,157,157,23.9117375,0.0,0.708907,0.0782037037037037,0.0,0.143314814814815,4.21318427378984
157,158,158,23.5549433823529,0.0,0.525839,0.0733,0.0,0.185980392156863,4.209152802871876
158,159,159,23.2099364583333,0.0,0.528814,0.0681729166666667,0.0,0.2286875,4.205392234972602
159,160,160,22.8911609756098,0.0,0.459039,0.0630463414634146,0.0,0.270414634146341,4.201907664287995
160,161,161,22.6700745833333,0.0,0.469647,0.05891,0.0,0.303533333333333,4.198672043729048
161,162,162,22.4132416666667,0.2286,0.42806,0.0531,22.86,0.348777777777778,4.322586734595595
162,163,163,22.0264479166667,0.0,0.540477,0.04795,0.0,0.387083333333333,4.449032810426353
163,164,164,21.688209375,0.0,0.471786,0.0434666666666667,0.0,0.418333333333333,4.4463171039334375
164,165,165,21.3070846153846,0.0,0.607334,0.0387538461538462,0.0,0.448538461538462,4.443879492991617
165,166,166,20.9400692307692,0.0,0.640872,0.0340769230769231,0.0,0.474923076923077,4.44172364617678
166,167,167,20.5979852272727,0.0,0.679308,0.0296636363636364,0.0,0.496545454545455,4.439841939946279
167,168,168,20.306685,0.0,0.626354,0.02615,0.0,0.5168,4.4381956595784535
168,169,169,20.0605416666667,0.0,0.564287,0.0230111111111111,0.0,0.533333333333333,4.43675061809357
169,170,170,19.8367652777778,0.0,0.546855,0.0199222222222222,0.0,0.548444444444445,4.435490204798747
170,171,171,19.9646954876682,0.0,0.46296,0.0173708520179372,0.0,0.559582959641256,4.434395702095557
171,172,172,21.2107628142458,1.4224,0.378039,0.0142016759776536,142.24,0.572015363128492,5.496623058892441
172,173,173,22.2812318912237,1.651,0.545743,0.0119773794808405,165.1,0.579758961681088,8.443599933582588
173,174,174,23.2905625,1.651,0.614092,0.0096802484472049,165.1,0.586366459627329,12.565053557996611
174,175,175,23.9936527712264,1.651,0.482681,0.0081331603773584,165.1,0.590339622641509,17.895811252097527
175,176,176,24.6459310096154,0.381,0.454576,0.0057433516483516,38.1,0.594907967032967,21.793651250689862
176,177,177,24.9585037715517,1.651,0.498316,0.0044855603448275,165.1,0.596663793103448,26.410543008767192
177,178,178,25.0682756851852,0.0,0.575808,0.0028172296296296,0.0,0.598656296296296,30.526952922856562
178,179,179,25.4514368888889,1.651,0.560813,0.0022540444444444,165.1,0.599795555555556,35.24506531188861
179,180,180,25.5850723507463,0.0,0.604197,0.0018070597014925,0.0,0.602373134328358,40.290116248573646
180,181,181,26.4658643534002,1.651,0.605891,0.0019756856187291,165.1,0.60584392419175,46.10861263987816
181,182,182,26.7765805346386,1.651,0.610978,0.0037130722891566,165.1,0.634316265060241,59.64981346854948
182,183,183,26.7855964388489,0.0,0.671042,0.0066184748201438,0.0,0.955808633093525,67.52538148724395
183,184,184,26.9794342250922,1.651,0.699001,0.0086374538745387,165.1,1.22121771217712,77.10702226529895
184,185,185,26.39017325,0.0,0.632903,0.014468,0.0,1.6322,87.94455390529909
185,186,186,25.7894079545455,0.0,0.641796,0.0221636363636364,0.0,2.015,87.82648886914153
186,187,187,25.1922008333333,0.0,0.580026,0.0301333333333333,0.0,2.33933333333333,87.66153109631121
187,188,188,24.61889375,0.0,0.606123,0.0354714285714286,0.0,2.59571428571429,87.45516697217835
188,189,189,24.06543125,0.0,0.519935,0.03745,0.0,2.80928571428571,87.13567653973567
189,190,190,23.52435,0.0,0.607343,0.0368214285714286,0.0,2.985,86.80588696346567
190,191,191,22.9742375,0.0,0.501288,0.0345,0.0,3.14357142857143,86.51564245038834
191,192,192,22.3832175,0.0,0.630183,0.0313933333333333,0.0,3.28666666666667,86.19662666501722
192,193,193,21.8393291666667,0.0,0.583834,0.0280066666666667,0.0,3.40933333333333,85.79404870664675
193,194,194,21.5399080188679,0.0,0.590285,0.0249735849056604,0.0,3.50245283018868,85.4774152047731
194,195,195,22.0270035550459,0.508,0.449326,0.0210596330275229,50.8,3.6118119266055,88.73432178971542
195,196,196,22.927660979021,1.651,0.586374,0.0182490909090909,165.1,3.68454545454545,100.0442113577393
196,197,197,23.8491191277081,1.651,0.620683,0.0153843785632839,165.1,3.75327251995439,123.55075760131207
197,198,198,25.017409375,1.7526,0.611386,0.0128246559633028,175.26,3.81147935779817,134.64214361055033
198,199,199,25.9600850323625,1.651,0.626303,0.0109401294498382,165.1,3.8656526429342,149.9635225388842
199,200,200,26.4077149834437,1.651,0.581351,0.0116215231788079,165.1,4.03082781456954,161.12954804889898
200,201,201,27.096987099903,0.1778,0.309507,0.011186129970902,17.78,4.60676042677013,172.40660653499663
201,202,202,27.4762706818182,1.905,0.586085,0.010954025974026,190.5,4.92394805194805,162.775376655125
202,203,203,26.88280375,0.0,0.572838,0.0135114285714286,0.0,5.55957142857143,151.12160644602315
203,204,204,26.2749375,0.0,0.632466,0.0202064516129032,0.0,6.00967741935484,150.5331237876831
204,205,205,25.7040097222222,0.0,0.576143,0.0312944444444444,0.0,6.38,149.6876990879473
205,206,206,25.1236057692308,0.0,0.568023,0.0400615384615385,0.0,6.74384615384615,148.59812895208412
206,207,207,24.5610951923077,0.0,0.570221,0.0435846153846154,0.0,7.08846153846154,147.62731951857447
207,208,208,24.00435,0.0,0.555943,0.0434714285714286,0.0,7.43357142857143,149.56936956413023
208,209,209,23.5192528846154,0.0,0.543537,0.0418230769230769,0.0,7.75076923076923,151.5159497323384
209,210,210,23.1154740384615,0.0,0.419604,0.0386615384615385,0.0,8.05538461538461,152.83521825682243
210,211,211,22.7273885416667,0.0,0.365736,0.0344333333333333,0.0,8.3325,153.8311015839009
211,212,212,22.295940625,0.0,0.456114,0.0301916666666667,0.0,8.5775,154.60876213202584
212,213,213,21.9018333333333,0.0,0.441181,0.0265833333333333,0.0,8.795,155.23314033867953
213,214,214,21.65646875,0.0,0.412337,0.0242318181818182,0.0,8.93090909090909,155.7544590983905
214,215,215,21.381390625,0.127,0.336102,0.020475,12.7,9.14,154.8489506627829
215,216,216,21.0945583333333,0.0,0.330355,0.01745,0.0,9.30333333333333,153.81075699851792
216,217,217,20.8483,0.0,0.315884,0.0149142857142857,0.0,9.43428571428571,154.21819151636777
217,218,218,20.6391791666667,0.0,0.300058,0.0128666666666667,0.0,9.535,154.55057725056054
218,219,219,20.42411875,0.0,0.313113,0.0108666666666667,0.0,9.62833333333333,154.82339998190395
219,220,220,20.5373906818182,0.0,0.305811,0.0090257727272727,0.0,9.70827272727273,155.04502300026795
220,221,221,20.9954309782609,1.016,0.0786085,0.0076782608695652,101.6,9.76260869565217,156.36790285540943
221,222,222,20.9335583333333,0.0,0.162205,0.0061666666666666,0.0,9.82,157.6628303842507
222,223,223,20.79284375,0.0,0.228303,0.00493,0.0,9.87,157.64816473725523
223,224,224,20.64348125,0.0,0.202148,0.00367,0.0,9.91,157.63687004945373
224,225,225,20.555325,0.0,0.156372,0.00286,0.0,9.94,157.62830320557768
225,226,226,20.441925,0.0,0.148529,0.00189,0.0,9.97,157.62207457349032
226,227,227,20.3406875,0.0,0.135199,0.001,0.0,10.0,157.6182860946431
227,228,228,20.245575,0.0,0.128582,0.000198,0.0,10.0,157.6167158930993
228,229,229,20.5556308411215,0.0,0.118359,0.000864,0.0,10.1347352024922,157.61532384307904
229,230,230,22.2059144146341,1.6256,0.0372599,0.0016739024390243,162.56,10.2276097560976,160.23558684173193
230,231,231,23.0407064501779,1.9304,0.0103738,0.0020480782918149,193.04,10.3014234875445,159.54706095343937
231,232,232,23.2959356617647,0.0,0.0542587,0.0025938235294117,0.0,10.4,158.56970250722276
232,233,233,23.4296239130435,0.127,0.050047,0.0030282608695652,12.7,10.4391304347826,158.47867507345518
233,234,234,23.4885556818182,0.1524,0.0312328,0.00353,15.24,10.5818181818182,158.27798443642976
234,235,235,23.4673493055556,0.0,0.0801331,0.0037744444444444,0.0,10.6555555555556,158.1662893784613
235,236,236,23.4494703947368,0.0,0.0757118,0.0039131578947368,0.0,10.7263157894737,158.1720279851492
236,237,237,23.4147333333333,0.0,0.0642277,0.003927619047619,0.0,10.8,158.177877721827
237,238,238,23.3795485,0.0,0.0647911,0.0037032,0.0,10.896,158.18357005727316
238,239,239,23.3352336538462,0.0,0.0653055,0.0032607692307692,0.0,10.9576923076923,158.1887633831321
239,240,240,23.286437890625,0.0,0.0606327,0.0025803125,0.0,11.009375,158.19311232476792
240,241,241,23.2336708333333,0.0,0.065867,0.0016692307692307,0.0,11.1,158.19624080339105
241,242,242,23.1773928571429,0.0,0.0704974,0.0006059673469387,0.0,11.1367346938775,158.19792581277108
242,243,243,23.1176076923077,0.0,0.0724077,0.0005580398307692,0.0,11.2,158.1987862556354
243,244,244,23.0594579225352,0.0,0.0788783,0.0017656338028169,0.0,11.2478873239437,158.2004982232443
244,245,245,23.0067082191781,0.0,0.0698298,0.0029672602739726,0.0,11.3109589041096,158.20398562362365
245,246,246,22.9535793918919,0.0,0.0575035,0.0041136486486486,0.0,11.4,158.20920121046254
246,247,247,22.8979691455696,0.0,0.0588415,0.0051579746835443,0.0,11.4974683544304,158.21603025172197
247,248,248,22.8284925619835,0.0,0.0643762,0.0061187603305785,0.0,11.6066115702479,158.224332431937
248,249,249,22.7579173387097,0.0,0.0965084,0.0068776129032258,0.0,11.7212903225806,158.2337693438702
249,250,250,22.694243125,0.0,0.0814019,0.0075333571428571,0.0,11.8371428571429,158.244190014464
250,251,251,22.6311046052632,0.0,0.0617135,0.0081148120300751,0.0,11.9631578947368,158.25557434046837
251,252,252,22.56179375,0.0,0.0647304,0.0085632467532467,0.0,12.1038961038961,158.26761460075483
252,253,253,22.4940812138728,0.0,0.0795229,0.0089131791907514,0.0,12.242774566474,158.2800056003193
253,254,254,22.47704375,0.0,0.0622587,0.0091284,0.0,12.354,158.29299391885837
254,255,255,22.5617403846154,0.3048,0.0527767,0.0093161538461538,30.48,12.5230769230769,158.06687407519266
255,256,256,22.5167586538462,0.0,0.0557431,0.0094692307692307,0.0,12.6769230769231,157.81904028844122
256,257,257,22.4697465517241,0.0,0.0499561,0.0095279310344827,0.0,12.8413793103448,157.8354153428001
257,258,258,22.4105270220588,0.0,0.0584374,0.0095389705882352,0.0,12.9794117647059,157.8518071778031
258,259,259,22.4064284090909,0.0,0.090896,0.0095168831168831,0.0,13.1233766233766,157.86802593305782
259,260,260,22.5085364583333,0.3302,0.0427828,0.0094575,33.02,13.2333333333333,157.58392865302025
260,261,261,22.4410520833333,0.0,0.0604339,0.0093291666666666,0.0,13.45,157.27696938123222
261,262,262,22.4157579545455,0.0,0.0939176,0.0092563636363636,0.0,13.5181818181818,157.29718671584783
262,263,263,22.41904,0.127,0.0494132,0.009088,12.7,13.74,157.17960403853303
263,264,264,22.37515546875,0.0,0.0481776,0.008919375,0.0,13.875,157.0586328906027
264,265,265,22.3161014204545,0.0,0.0799132,0.0087581818181818,0.0,14.0363636363636,157.07962159054966
265,266,266,22.2628977941176,0.0,0.0883916,0.0085994117647058,0.0,14.1549019607843,157.10033262872741
266,267,267,22.2145549019608,0.0,0.0499186,0.0084162745098039,0.0,14.3058823529412,157.12033300994568
267,268,268,22.16235,0.0,0.046503,0.0082261971830985,0.0,14.4507042253521,157.1398554993163
268,269,269,22.1028619736842,0.0,0.0694307,0.0080382105263157,0.0,14.5747368421053,157.1587476211112
269,270,270,22.030712191358,0.0,0.0759891,0.0078559259259259,0.0,14.7382716049383,157.177089736656
270,271,271,21.980875,0.0,0.0806817,0.0077018803418803,0.0,14.8487179487179,157.1948310440126
271,272,272,21.9319349038462,0.0,0.0360972,0.0075053076923076,0.0,14.98,157.21218179912555
272,273,273,21.8892405626781,0.0,0.059295,0.00732698005698,0.0,15.1188034188034,157.22896241013024
