 ******* Program HYDRUS
 ******* 
 Replicate Fairfield dual perm model using runhydrus, add artificial KBr 
 Date:  31. 3.2026    Time:  18: 9:31
 Units: L = cm   , T = days , M = mmol 


 Time:     0.000000

 Node    Depth    Head   Moisture   HeadF  MoistureF      Flux       FluxF      Sink       Transf       TranS       Temp          ConcF       Conc(1...NS)
          [L]      [L]     [-]       [L]       [-]       [L/T]       [L/T]       [-]        [1/T]     [M/L3/T]        [C]         [M/L3]      [M/L3]

   1     0.00   -1434.91 0.1767     -660.25 0.008275  -0.120E-02  -0.174E-04 0.00000     0.738E-04   0.000E+00      20.000     0.000E+00   0.000E+00   0.000E+00   0.000E+00
   2    -1.75   -1759.52 0.1698     -658.54 0.008281  -0.829E-03  -0.113E-04 0.00138     0.101E-03   0.292E-02      20.000     0.290E+02   0.426E+02   0.000E+00   0.000E+00
   3    -3.50   -1963.75 0.1660     -656.80 0.008286  -0.321E-03   0.161E-04 0.00102     0.118E-03   0.542E-02      20.000     0.459E+02   0.785E+02   0.000E+00   0.000E+00
   4    -5.25   -2070.76 0.1646     -654.97 0.008293  -0.867E-04   0.676E-04 0.00088     0.128E-03   0.675E-02      20.000     0.527E+02   0.121E+03   0.000E+00   0.000E+00
   5    -7.00   -2061.89 0.1647     -652.99 0.008299   0.867E-04   0.128E-03 0.00089     0.129E-03   0.765E-02      20.000     0.595E+02   0.170E+03   0.000E+00   0.000E+00
   6    -8.75   -1965.33 0.1660     -650.88 0.008307   0.181E-03   0.184E-03 0.00102     0.121E-03   0.834E-02      20.000     0.686E+02   0.213E+03   0.000E+00   0.000E+00
   7   -10.50   -1911.20 0.1432     -648.18 0.001136   0.360E-03   0.188E-03 0.00110     0.312E-05   0.243E-03      20.000     0.778E+02   0.249E+03   0.000E+00   0.000E+00
   8   -12.25   -1828.14 0.1447     -422.36 0.001470   0.671E-03   0.150E-03 0.00121     0.125E-04   0.149E-02      20.000     0.119E+03   0.277E+03   0.000E+00   0.000E+00
   9   -14.00   -1719.31 0.1465     -348.67 0.001649   0.989E-03   0.117E-03 0.00137     0.217E-04   0.198E-02      20.000     0.915E+02   0.301E+03   0.000E+00   0.000E+00
  10   -15.75   -1592.79 0.1487     -311.52 0.001755   0.129E-02   0.927E-04 0.00161     0.283E-04   0.376E-02      20.000     0.133E+03   0.325E+03   0.000E+00   0.000E+00
  11   -17.50   -1470.56 0.1514     -288.85 0.001842   0.160E-02   0.745E-04 0.00190     0.327E-04   0.539E-02      20.000     0.165E+03   0.347E+03   0.000E+00   0.000E+00
  12   -19.25   -1355.17 0.1542     -274.25 0.001902   0.212E-02   0.617E-04 0.00223     0.349E-04   0.657E-02      20.000     0.188E+03   0.369E+03   0.000E+00   0.000E+00
  13   -21.00   -1228.92 0.1573     -262.92 0.001949   0.269E-02   0.544E-04 0.00268     0.353E-04   0.647E-02      20.000     0.183E+03   0.390E+03   0.000E+00   0.000E+00
  14   -22.75   -1119.80 0.1610     -253.55 0.001988   0.345E-02   0.482E-04 0.00314     0.353E-04   0.535E-02      20.000     0.151E+03   0.409E+03   0.000E+00   0.000E+00
  15   -24.50   -1010.16 0.1647     -245.61 0.002021   0.464E-02   0.406E-04 0.00369     0.343E-04   0.391E-02      20.000     0.114E+03   0.425E+03   0.000E+00   0.000E+00
  16   -26.25    -905.88 0.1691     -239.35 0.002052   0.600E-02   0.278E-04 0.00427     0.324E-04   0.308E-02      20.000     0.949E+02   0.438E+03   0.000E+00   0.000E+00
  17   -28.00    -811.75 0.1735     -235.35 0.002076   0.776E-02   0.147E-04 0.00481     0.296E-04   0.309E-02      20.000     0.104E+03   0.448E+03   0.000E+00   0.000E+00
  18   -29.75    -724.16 0.1786     -232.57 0.002093   0.971E-02   0.537E-05 0.00528     0.264E-04   0.356E-02      20.000     0.135E+03   0.454E+03   0.000E+00   0.000E+00
  19   -31.50    -649.09 0.1835     -230.71 0.002104   0.119E-01  -0.306E-05 0.00558     0.233E-04   0.403E-02      20.000     0.173E+03   0.458E+03   0.000E+00   0.000E+00
  20   -33.25    -581.67 0.1886     -229.67 0.002110   0.142E-01  -0.109E-04 0.00572     0.202E-04   0.426E-02      20.000     0.210E+03   0.460E+03   0.000E+00   0.000E+00
  21   -35.00    -526.08 0.1937     -229.35 0.002112   0.164E-01  -0.179E-04 0.00566     0.175E-04   0.419E-02      20.000     0.239E+03   0.459E+03   0.000E+00   0.000E+00
  22   -36.75    -476.77 0.1984     -229.66 0.002111   0.182E-01  -0.236E-04 0.00547     0.149E-04   0.386E-02      20.000     0.259E+03   0.458E+03   0.000E+00   0.000E+00
  23   -38.50    -437.15 0.2033     -230.49 0.002106   0.197E-01  -0.278E-04 0.00515     0.128E-04   0.347E-02      20.000     0.271E+03   0.454E+03   0.000E+00   0.000E+00
  24   -40.25    -403.19 0.2076     -231.70 0.002098   0.215E-01  -0.302E-04 0.00474     0.108E-04   0.300E-02      20.000     0.277E+03   0.450E+03   0.000E+00   0.000E+00
  25   -42.00    -373.47 0.2118     -233.14 0.002090   0.224E-01  -0.308E-04 0.00427     0.917E-05   0.255E-02      20.000     0.279E+03   0.446E+03   0.000E+00   0.000E+00
  26   -43.75    -349.51 0.2159     -234.65 0.002081   0.225E-01  -0.297E-04 0.00375     0.779E-05   0.216E-02      20.000     0.277E+03   0.440E+03   0.000E+00   0.000E+00
  27   -45.50    -329.22 0.2193     -236.06 0.002072   0.227E-01  -0.273E-04 0.00320     0.651E-05   0.179E-02      20.000     0.275E+03   0.434E+03   0.000E+00   0.000E+00
  28   -47.25    -311.33 0.2223     -237.21 0.002065   0.225E-01  -0.239E-04 0.00263     0.533E-05   0.145E-02      20.000     0.273E+03   0.428E+03   0.000E+00   0.000E+00
  29   -49.00    -295.96 0.2255     -238.00 0.002060   0.214E-01  -0.200E-04 0.00204     0.440E-05   0.120E-02      20.000     0.272E+03   0.422E+03   0.000E+00   0.000E+00
  30   -50.75    -283.62 0.2284     -238.34 0.002058   0.195E-01  -0.159E-04 0.00143     0.362E-05   0.982E-03      20.000     0.271E+03   0.415E+03   0.000E+00   0.000E+00
  31   -52.50    -273.45 0.2307     -238.21 0.002059   0.174E-01  -0.121E-04 0.00082     0.295E-05   0.802E-03      20.000     0.272E+03   0.408E+03   0.000E+00   0.000E+00
  32   -54.25    -264.97 0.2327     -237.67 0.002062   0.150E-01  -0.890E-05 0.00021     0.237E-05   0.652E-03      20.000     0.275E+03   0.401E+03   0.000E+00   0.000E+00
  33   -56.00    -257.98 0.2343     -236.76 0.002068   0.125E-01  -0.629E-05 0.00000     0.191E-05   0.531E-03      20.000     0.279E+03   0.394E+03   0.000E+00   0.000E+00
  34   -57.75    -252.14 0.2356     -235.59 0.002075   0.104E-01  -0.430E-05 0.00000     0.153E-05   0.433E-03      20.000     0.282E+03   0.388E+03   0.000E+00   0.000E+00
  35   -59.50    -247.15 0.2368     -234.21 0.002083   0.857E-02  -0.285E-05 0.00000     0.123E-05   0.351E-03      20.000     0.285E+03   0.380E+03   0.000E+00   0.000E+00
  36   -61.25    -242.82 0.2378     -232.70 0.002092   0.705E-02  -0.185E-05 0.00000     0.989E-06   0.284E-03      20.000     0.288E+03   0.373E+03   0.000E+00   0.000E+00
  37   -63.00    -239.06 0.2389     -231.10 0.002102   0.563E-02  -0.120E-05 0.00000     0.810E-06   0.234E-03      20.000     0.289E+03   0.365E+03   0.000E+00   0.000E+00
  38   -64.75    -235.85 0.2399     -229.44 0.002112   0.434E-02  -0.794E-06 0.00000     0.676E-06   0.196E-03      20.000     0.290E+03   0.357E+03   0.000E+00   0.000E+00
  39   -66.50    -233.03 0.2407     -227.75 0.002122   0.333E-02  -0.572E-06 0.00000     0.576E-06   0.166E-03      20.000     0.289E+03   0.349E+03   0.000E+00   0.000E+00
  40   -68.25    -230.50 0.2415     -226.05 0.002132   0.252E-02  -0.475E-06 0.00000     0.500E-06   0.143E-03      20.000     0.286E+03   0.341E+03   0.000E+00   0.000E+00
  41   -70.00    -228.18 0.2422     -224.34 0.002142   0.189E-02  -0.465E-06 0.00000     0.444E-06   0.125E-03      20.000     0.281E+03   0.334E+03   0.000E+00   0.000E+00
  42   -71.75    -226.02 0.2429     -222.63 0.002153   0.138E-02  -0.511E-06 0.00000     0.403E-06   0.111E-03      20.000     0.276E+03   0.326E+03   0.000E+00   0.000E+00
  43   -73.50    -223.99 0.2435     -220.93 0.002163   0.970E-03  -0.596E-06 0.00000     0.374E-06   0.101E-03      20.000     0.270E+03   0.319E+03   0.000E+00   0.000E+00
  44   -75.25    -222.05 0.2441     -219.23 0.002173   0.650E-03  -0.706E-06 0.00000     0.353E-06   0.931E-04      20.000     0.264E+03   0.312E+03   0.000E+00   0.000E+00
  45   -77.00    -220.18 0.2447     -217.54 0.002183   0.397E-03  -0.832E-06 0.00000     0.338E-06   0.874E-04      20.000     0.258E+03   0.305E+03   0.000E+00   0.000E+00
  46   -78.75    -218.37 0.2453     -215.86 0.002193   0.199E-03  -0.970E-06 0.00000     0.329E-06   0.833E-04      20.000     0.254E+03   0.299E+03   0.000E+00   0.000E+00
  47   -80.50    -216.59 0.2458     -214.19 0.002203   0.455E-04  -0.112E-05 0.00000     0.322E-06   0.806E-04      20.000     0.250E+03   0.293E+03   0.000E+00   0.000E+00
  48   -82.25    -214.85 0.2464     -212.53 0.002213  -0.733E-04  -0.128E-05 0.00000     0.318E-06   0.791E-04      20.000     0.249E+03   0.287E+03   0.000E+00   0.000E+00
  49   -84.00    -213.13 0.2469     -210.88 0.002223  -0.164E-03  -0.144E-05 0.00000     0.315E-06   0.787E-04      20.000     0.250E+03   0.282E+03   0.000E+00   0.000E+00
  50   -85.75    -211.42 0.2474     -209.24 0.002233  -0.234E-03  -0.162E-05 0.00000     0.312E-06   0.790E-04      20.000     0.253E+03   0.276E+03   0.000E+00   0.000E+00
  51   -87.50    -209.72 0.2479     -207.61 0.002243  -0.286E-03  -0.182E-05 0.00000     0.309E-06   0.792E-04      20.000     0.256E+03   0.271E+03   0.000E+00   0.000E+00
  52   -89.25    -208.03 0.2485     -205.99 0.002253  -0.326E-03  -0.203E-05 0.00000     0.305E-06   0.790E-04      20.000     0.259E+03   0.266E+03   0.000E+00   0.000E+00
  53   -91.00    -206.35 0.2490     -204.38 0.002262  -0.357E-03  -0.226E-05 0.00000     0.300E-06   0.782E-04      20.000     0.261E+03   0.261E+03   0.000E+00   0.000E+00
  54   -92.75    -204.67 0.2495     -202.79 0.002272  -0.381E-03  -0.251E-05 0.00000     0.293E-06   0.769E-04      20.000     0.262E+03   0.257E+03   0.000E+00   0.000E+00
  55   -94.50    -202.99 0.2500     -201.21 0.002281  -0.400E-03  -0.280E-05 0.00000     0.284E-06   0.750E-04      20.000     0.264E+03   0.252E+03   0.000E+00   0.000E+00
  56   -96.25    -201.32 0.2505     -199.65 0.002291  -0.416E-03  -0.311E-05 0.00000     0.272E-06   0.722E-04      20.000     0.266E+03   0.248E+03   0.000E+00   0.000E+00
  57   -98.00    -199.65 0.2510     -198.10 0.002300  -0.430E-03  -0.347E-05 0.00000     0.256E-06   0.681E-04      20.000     0.265E+03   0.243E+03   0.000E+00   0.000E+00
  58   -99.75    -197.98 0.2516     -196.57 0.002309  -0.444E-03  -0.388E-05 0.00000     0.237E-06   0.627E-04      20.000     0.264E+03   0.239E+03   0.000E+00   0.000E+00
  59  -101.50    -196.30 0.2521     -195.06 0.002318  -0.458E-03  -0.433E-05 0.00000     0.214E-06   0.564E-04      20.000     0.264E+03   0.235E+03   0.000E+00   0.000E+00
  60  -103.25    -194.63 0.2526     -193.58 0.002327  -0.472E-03  -0.485E-05 0.00000     0.185E-06   0.492E-04      20.000     0.267E+03   0.231E+03   0.000E+00   0.000E+00
  61  -105.00    -192.97 0.2531     -192.13 0.002336  -0.488E-03  -0.544E-05 0.00000     0.150E-06   0.408E-04      20.000     0.272E+03   0.227E+03   0.000E+00   0.000E+00
  62  -106.75    -191.30 0.2537     -190.70 0.002347  -0.508E-03  -0.629E-05 0.00000     0.109E-06   0.304E-04      20.000     0.278E+03   0.223E+03   0.000E+00   0.000E+00
  63  -108.50    -189.63 0.2544     -189.32 0.002359  -0.533E-03  -0.743E-05 0.00000     0.590E-07   0.167E-04      20.000     0.283E+03   0.219E+03   0.000E+00   0.000E+00
  64  -110.25    -187.97 0.2550     -187.98 0.002371  -0.560E-03  -0.867E-05 0.00000    -0.347E-08  -0.746E-06      20.000     0.285E+03   0.215E+03   0.000E+00   0.000E+00
  65  -112.00    -186.30 0.2557     -186.70 0.002382  -0.589E-03  -0.100E-04 0.00000    -0.791E-07  -0.167E-04      20.000     0.285E+03   0.211E+03   0.000E+00   0.000E+00
  66  -113.75    -184.64 0.2564     -185.47 0.002393  -0.620E-03  -0.115E-04 0.00000    -0.169E-06  -0.351E-04      20.000     0.283E+03   0.207E+03   0.000E+00   0.000E+00
  67  -115.50    -182.98 0.2571     -184.29 0.002403  -0.654E-03  -0.132E-04 0.00000    -0.275E-06  -0.561E-04      20.000     0.281E+03   0.204E+03   0.000E+00   0.000E+00
  68  -117.25    -181.32 0.2577     -183.18 0.002412  -0.689E-03  -0.150E-04 0.00000    -0.400E-06  -0.800E-04      20.000     0.278E+03   0.200E+03   0.000E+00   0.000E+00
  69  -119.00    -179.66 0.2584     -182.14 0.002421  -0.726E-03  -0.171E-04 0.00000    -0.544E-06  -0.107E-03      20.000     0.273E+03   0.197E+03   0.000E+00   0.000E+00
  70  -120.75    -178.01 0.2591     -181.18 0.002430  -0.764E-03  -0.194E-04 0.00000    -0.712E-06  -0.138E-03      20.000     0.267E+03   0.193E+03   0.000E+00   0.000E+00
  71  -122.50    -176.36 0.2598     -180.30 0.002437  -0.804E-03  -0.221E-04 0.00000    -0.906E-06  -0.172E-03      20.000     0.262E+03   0.190E+03   0.000E+00   0.000E+00
  72  -124.25    -174.71 0.2604     -179.53 0.002444  -0.845E-03  -0.251E-04 0.00000    -0.113E-05  -0.211E-03      20.000     0.259E+03   0.187E+03   0.000E+00   0.000E+00
  73  -126.00    -173.06 0.2611     -178.87 0.002450  -0.887E-03  -0.285E-04 0.00000    -0.139E-05  -0.256E-03      20.000     0.257E+03   0.184E+03   0.000E+00   0.000E+00
  74  -127.75    -171.41 0.2618     -178.35 0.002454  -0.930E-03  -0.325E-04 0.00000    -0.169E-05  -0.306E-03      20.000     0.257E+03   0.181E+03   0.000E+00   0.000E+00
  75  -129.50    -169.77 0.2625     -177.98 0.002457  -0.972E-03  -0.370E-04 0.00000    -0.203E-05  -0.362E-03      20.000     0.257E+03   0.178E+03   0.000E+00   0.000E+00
  76  -131.25    -168.13 0.2631     -177.80 0.002459  -0.102E-02  -0.421E-04 0.00000    -0.243E-05  -0.427E-03      20.000     0.255E+03   0.176E+03   0.000E+00   0.000E+00
  77  -133.00    -166.49 0.2638     -177.83 0.002459  -0.106E-02  -0.480E-04 0.00000    -0.288E-05  -0.500E-03      20.000     0.251E+03   0.173E+03   0.000E+00   0.000E+00
  78  -134.75    -164.85 0.2645     -178.11 0.002456  -0.110E-02  -0.547E-04 0.00000    -0.341E-05  -0.584E-03      20.000     0.246E+03   0.171E+03   0.000E+00   0.000E+00
  79  -136.50    -163.21 0.2651     -178.71 0.002451  -0.114E-02  -0.625E-04 0.00000    -0.402E-05  -0.680E-03      20.000     0.239E+03   0.169E+03   0.000E+00   0.000E+00
  80  -138.25    -161.58 0.2658     -179.68 0.002443  -0.118E-02  -0.714E-04 0.00000    -0.473E-05  -0.790E-03      20.000     0.237E+03   0.167E+03   0.000E+00   0.000E+00
  81  -140.00    -159.95 0.2665     -181.13 0.002430  -0.123E-02  -0.817E-04 0.00000    -0.556E-05  -0.919E-03      20.000     0.228E+03   0.165E+03   0.000E+00   0.000E+00
  82  -141.75    -158.31 0.2671     -183.21 0.002412  -0.126E-02  -0.936E-04 0.00000    -0.653E-05  -0.107E-02      20.000     0.239E+03   0.164E+03   0.000E+00   0.000E+00
  83  -143.50    -156.68 0.2678     -186.12 0.002387  -0.130E-02  -0.107E-03 0.00000    -0.769E-05  -0.125E-02      20.000     0.207E+03   0.163E+03   0.000E+00   0.000E+00
  84  -145.25    -155.05 0.2685     -190.25 0.002351  -0.134E-02  -0.124E-03 0.00000    -0.910E-05  -0.147E-02      20.000     0.258E+03   0.161E+03   0.000E+00   0.000E+00
  85  -147.00    -153.42 0.2691     -196.03 0.002312  -0.137E-02  -0.143E-03 0.00000    -0.108E-04  -0.174E-02      20.000     0.173E+03   0.160E+03   0.000E+00   0.000E+00
  86  -148.75    -151.79 0.2698     -203.83 0.002266  -0.140E-02  -0.165E-03 0.00000    -0.130E-04  -0.207E-02      20.000     0.284E+03   0.160E+03   0.000E+00   0.000E+00
  87  -150.50    -150.16 0.2707     -214.53 0.002201  -0.144E-02  -0.191E-03 0.00000    -0.159E-04  -0.253E-02      20.000     0.133E+03   0.159E+03   0.000E+00   0.000E+00
  88  -152.25    -148.64 0.0564     -215.73 0.031642  -0.147E-02  -0.207E-03 0.00000    -0.536E-06  -0.851E-04      20.000     0.133E+03   0.159E+03   0.000E+00   0.000E+00
  89  -154.00    -148.53 0.0564     -215.62 0.031642  -0.149E-02  -0.208E-03 0.00000    -0.542E-06  -0.852E-04      20.000     0.133E+03   0.157E+03   0.000E+00   0.000E+00
  90  -155.75    -148.42 0.0564     -215.51 0.031642  -0.150E-02  -0.209E-03 0.00000    -0.548E-06  -0.853E-04      20.000     0.132E+03   0.156E+03   0.000E+00   0.000E+00
  91  -157.50    -148.31 0.0565     -215.42 0.031642  -0.152E-02  -0.210E-03 0.00000    -0.553E-06  -0.854E-04      20.000     0.132E+03   0.154E+03   0.000E+00   0.000E+00
  92  -159.25    -148.21 0.0565     -215.33 0.031642  -0.154E-02  -0.211E-03 0.00000    -0.558E-06  -0.855E-04      20.000     0.132E+03   0.153E+03   0.000E+00   0.000E+00
  93  -161.00    -148.12 0.0565     -215.25 0.031642  -0.156E-02  -0.213E-03 0.00000    -0.563E-06  -0.857E-04      20.000     0.132E+03   0.152E+03   0.000E+00   0.000E+00
  94  -162.75    -148.03 0.0565     -215.18 0.031642  -0.158E-02  -0.214E-03 0.00000    -0.568E-06  -0.859E-04      20.000     0.132E+03   0.151E+03   0.000E+00   0.000E+00
  95  -164.50    -147.95 0.0565     -215.12 0.031642  -0.160E-02  -0.215E-03 0.00000    -0.572E-06  -0.860E-04      20.000     0.132E+03   0.150E+03   0.000E+00   0.000E+00
  96  -166.25    -147.87 0.0565     -215.06 0.031642  -0.162E-02  -0.216E-03 0.00000    -0.576E-06  -0.862E-04      20.000     0.132E+03   0.150E+03   0.000E+00   0.000E+00
  97  -168.00    -147.81 0.0565     -215.02 0.031642  -0.164E-02  -0.218E-03 0.00000    -0.580E-06  -0.864E-04      20.000     0.132E+03   0.149E+03   0.000E+00   0.000E+00
  98  -169.75    -147.75 0.0566     -214.99 0.031642  -0.166E-02  -0.219E-03 0.00000    -0.583E-06  -0.865E-04      20.000     0.132E+03   0.149E+03   0.000E+00   0.000E+00
  99  -171.50    -147.71 0.0566     -214.96 0.031642  -0.168E-02  -0.220E-03 0.00000    -0.585E-06  -0.867E-04      20.000     0.132E+03   0.148E+03   0.000E+00   0.000E+00
 100  -173.25    -147.69 0.0566     -214.95 0.031642  -0.170E-02  -0.221E-03 0.00000    -0.586E-06  -0.868E-04      20.000     0.132E+03   0.148E+03   0.000E+00   0.000E+00
 101  -175.00    -147.68 0.0566     -214.94 0.031642  -0.171E-02  -0.222E-03 0.00000    -0.587E-06  -0.869E-04      20.000     0.132E+03   0.148E+03   0.000E+00   0.000E+00
end


 Time:  1628.000000

 Node    Depth    Head   Moisture   HeadF  MoistureF      Flux       FluxF      Sink       Transf       TranS       Temp          ConcF       Conc(1...NS)
          [L]      [L]     [-]       [L]       [-]       [L/T]       [L/T]       [-]        [1/T]     [M/L3/T]        [C]         [M/L3]      [M/L3]

   1     0.00   -1482.74 0.1755     -686.17 0.008186  -0.108E-02  -0.152E-04 0.00000     0.680E-04   0.000E+00      20.000     0.000E+00   0.000E+00   0.000E+00   0.000E+00
   2    -1.75   -1804.35 0.1690     -684.46 0.008192  -0.762E-03  -0.946E-05 0.00131     0.919E-04   0.260E-02      20.000     0.282E+02   0.424E+02   0.000E+00   0.000E+00
   3    -3.50   -2015.15 0.1653     -682.72 0.008198  -0.304E-03   0.160E-04 0.00097     0.108E-03   0.489E-02      20.000     0.452E+02   0.787E+02   0.000E+00   0.000E+00
   4    -5.25   -2115.83 0.1639     -680.88 0.008204  -0.794E-04   0.631E-04 0.00084     0.117E-03   0.614E-02      20.000     0.527E+02   0.121E+03   0.000E+00   0.000E+00
   5    -7.00   -2109.52 0.1640     -678.90 0.008211   0.704E-04   0.118E-03 0.00085     0.117E-03   0.699E-02      20.000     0.597E+02   0.170E+03   0.000E+00   0.000E+00
   6    -8.75   -2024.91 0.1652     -676.78 0.008218   0.170E-03   0.169E-03 0.00095     0.112E-03   0.766E-02      20.000     0.685E+02   0.214E+03   0.000E+00   0.000E+00
   7   -10.50   -1962.94 0.1423     -674.07 0.001111   0.319E-03   0.174E-03 0.00104     0.283E-05   0.219E-03      20.000     0.773E+02   0.251E+03   0.000E+00   0.000E+00
   8   -12.25   -1884.84 0.1437     -438.60 0.001437   0.559E-03   0.139E-03 0.00114     0.115E-04   0.138E-02      20.000     0.120E+03   0.280E+03   0.000E+00   0.000E+00
   9   -14.00   -1783.48 0.1454     -361.64 0.001611   0.818E-03   0.107E-03 0.00127     0.202E-04   0.185E-02      20.000     0.916E+02   0.304E+03   0.000E+00   0.000E+00
  10   -15.75   -1667.54 0.1474     -323.86 0.001720   0.112E-02   0.866E-04 0.00146     0.265E-04   0.354E-02      20.000     0.134E+03   0.328E+03   0.000E+00   0.000E+00
  11   -17.50   -1538.19 0.1498     -299.06 0.001799   0.137E-02   0.706E-04 0.00174     0.309E-04   0.512E-02      20.000     0.166E+03   0.352E+03   0.000E+00   0.000E+00
  12   -19.25   -1427.11 0.1525     -283.60 0.001864   0.167E-02   0.567E-04 0.00201     0.334E-04   0.630E-02      20.000     0.188E+03   0.375E+03   0.000E+00   0.000E+00
  13   -21.00   -1313.42 0.1552     -272.08 0.001911   0.226E-02   0.498E-04 0.00236     0.344E-04   0.630E-02      20.000     0.183E+03   0.397E+03   0.000E+00   0.000E+00
  14   -22.75   -1194.11 0.1585     -262.60 0.001951   0.286E-02   0.448E-04 0.00281     0.343E-04   0.517E-02      20.000     0.151E+03   0.417E+03   0.000E+00   0.000E+00
  15   -24.50   -1088.61 0.1620     -254.52 0.001984   0.373E-02   0.400E-04 0.00327     0.337E-04   0.382E-02      20.000     0.113E+03   0.434E+03   0.000E+00   0.000E+00
  16   -26.25    -978.04 0.1658     -247.56 0.002013   0.477E-02   0.348E-04 0.00385     0.321E-04   0.304E-02      20.000     0.949E+02   0.449E+03   0.000E+00   0.000E+00
  17   -28.00    -882.90 0.1702     -241.64 0.002039   0.609E-02   0.240E-04 0.00437     0.304E-04   0.318E-02      20.000     0.104E+03   0.459E+03   0.000E+00   0.000E+00
  18   -29.75    -791.27 0.1745     -237.95 0.002061   0.790E-02   0.112E-04 0.00488     0.276E-04   0.371E-02      20.000     0.135E+03   0.467E+03   0.000E+00   0.000E+00
  19   -31.50    -708.92 0.1796     -235.48 0.002076   0.981E-02   0.254E-05 0.00528     0.246E-04   0.427E-02      20.000     0.173E+03   0.471E+03   0.000E+00   0.000E+00
  20   -33.25    -636.62 0.1843     -233.87 0.002085   0.120E-01  -0.485E-05 0.00553     0.217E-04   0.455E-02      20.000     0.210E+03   0.473E+03   0.000E+00   0.000E+00
  21   -35.00    -572.47 0.1895     -233.00 0.002090   0.142E-01  -0.115E-04 0.00561     0.188E-04   0.451E-02      20.000     0.239E+03   0.472E+03   0.000E+00   0.000E+00
  22   -36.75    -518.91 0.1943     -232.77 0.002092   0.164E-01  -0.172E-04 0.00552     0.163E-04   0.421E-02      20.000     0.259E+03   0.469E+03   0.000E+00   0.000E+00
  23   -38.50    -471.36 0.1991     -233.08 0.002090   0.183E-01  -0.216E-04 0.00530     0.139E-04   0.377E-02      20.000     0.271E+03   0.465E+03   0.000E+00   0.000E+00
  24   -40.25    -432.94 0.2039     -233.80 0.002086   0.198E-01  -0.245E-04 0.00496     0.120E-04   0.332E-02      20.000     0.277E+03   0.459E+03   0.000E+00   0.000E+00
  25   -42.00    -399.68 0.2080     -234.79 0.002080   0.215E-01  -0.259E-04 0.00454     0.101E-04   0.282E-02      20.000     0.279E+03   0.454E+03   0.000E+00   0.000E+00
  26   -43.75    -370.71 0.2123     -235.91 0.002073   0.223E-01  -0.257E-04 0.00406     0.862E-05   0.239E-02      20.000     0.277E+03   0.447E+03   0.000E+00   0.000E+00
  27   -45.50    -347.30 0.2162     -236.99 0.002067   0.225E-01  -0.241E-04 0.00353     0.735E-05   0.202E-02      20.000     0.275E+03   0.440E+03   0.000E+00   0.000E+00
  28   -47.25    -327.32 0.2196     -237.87 0.002061   0.227E-01  -0.215E-04 0.00298     0.617E-05   0.169E-02      20.000     0.273E+03   0.433E+03   0.000E+00   0.000E+00
  29   -49.00    -309.69 0.2226     -238.45 0.002058   0.224E-01  -0.183E-04 0.00240     0.508E-05   0.138E-02      20.000     0.272E+03   0.425E+03   0.000E+00   0.000E+00
  30   -50.75    -294.62 0.2258     -238.65 0.002057   0.212E-01  -0.149E-04 0.00181     0.425E-05   0.115E-02      20.000     0.271E+03   0.417E+03   0.000E+00   0.000E+00
  31   -52.50    -282.51 0.2286     -238.45 0.002058   0.194E-01  -0.115E-04 0.00120     0.354E-05   0.962E-03      20.000     0.272E+03   0.410E+03   0.000E+00   0.000E+00
  32   -54.25    -272.50 0.2309     -237.85 0.002061   0.173E-01  -0.853E-05 0.00059     0.292E-05   0.801E-03      20.000     0.275E+03   0.402E+03   0.000E+00   0.000E+00
  33   -56.00    -264.16 0.2329     -236.92 0.002067   0.148E-01  -0.608E-05 0.00000     0.239E-05   0.665E-03      20.000     0.279E+03   0.395E+03   0.000E+00   0.000E+00
  34   -57.75    -257.26 0.2344     -235.73 0.002074   0.125E-01  -0.417E-05 0.00000     0.195E-05   0.552E-03      20.000     0.282E+03   0.388E+03   0.000E+00   0.000E+00
  35   -59.50    -251.42 0.2358     -234.34 0.002082   0.105E-01  -0.275E-05 0.00000     0.160E-05   0.457E-03      20.000     0.285E+03   0.380E+03   0.000E+00   0.000E+00
  36   -61.25    -246.38 0.2370     -232.82 0.002092   0.887E-02  -0.177E-05 0.00000     0.131E-05   0.376E-03      20.000     0.288E+03   0.373E+03   0.000E+00   0.000E+00
  37   -63.00    -241.95 0.2380     -231.21 0.002101   0.731E-02  -0.112E-05 0.00000     0.107E-05   0.308E-03      20.000     0.289E+03   0.365E+03   0.000E+00   0.000E+00
  38   -64.75    -238.17 0.2391     -229.55 0.002111   0.583E-02  -0.726E-06 0.00000     0.893E-06   0.259E-03      20.000     0.290E+03   0.357E+03   0.000E+00   0.000E+00
  39   -66.50    -234.90 0.2402     -227.85 0.002121   0.463E-02  -0.507E-06 0.00000     0.758E-06   0.219E-03      20.000     0.289E+03   0.349E+03   0.000E+00   0.000E+00
  40   -68.25    -232.01 0.2411     -226.14 0.002132   0.365E-02  -0.414E-06 0.00000     0.652E-06   0.186E-03      20.000     0.286E+03   0.341E+03   0.000E+00   0.000E+00
  41   -70.00    -229.40 0.2419     -224.43 0.002142   0.285E-02  -0.408E-06 0.00000     0.570E-06   0.160E-03      20.000     0.281E+03   0.334E+03   0.000E+00   0.000E+00
  42   -71.75    -227.01 0.2426     -222.72 0.002152   0.220E-02  -0.461E-06 0.00000     0.507E-06   0.140E-03      20.000     0.276E+03   0.326E+03   0.000E+00   0.000E+00
