 ******* Program HYDRUS
 ******* 
 Replicate Fairfield dual perm model using runhydrus, add artificial KBr 
 Date:  31. 3.2026    Time:  18: 9:31
 Units: L = cm   , T = days , M = mmol 


 Time:     0.000000

 Node    Depth    Head   Moisture   HeadF  MoistureF      Flux       FluxF      Sink       Transf       TranS       Temp          ConcF       Conc(1...NS)
          [L]      [L]     [-]       [L]       [-]       [L/T]       [L/T]       [-]        [1/T]     [M/L3/T]        [C]         [M/L3]      [M/L3]
  34   -57.75    -213.94 0.2466     -192.63 0.002333   0.264E-02  -0.104E-04 0.00000     0.341E-05   0.963E-03      20.000     0.283E+03   0.394E+03   0.000E+00   0.000E+00
  35   -59.50    -211.67 0.2473     -191.48 0.002341   0.238E-02  -0.114E-04 0.00000     0.330E-05   0.942E-03      20.000     0.286E+03   0.381E+03   0.000E+00   0.000E+00
  36   -61.25    -209.46 0.2480     -190.42 0.002350   0.214E-02  -0.131E-04 0.00000     0.318E-05   0.914E-03      20.000     0.288E+03   0.368E+03   0.000E+00   0.000E+00
  37   -63.00    -207.31 0.2487     -189.40 0.002359   0.191E-02  -0.140E-04 0.00000     0.305E-05   0.882E-03      20.000     0.290E+03   0.357E+03   0.000E+00   0.000E+00
  38   -64.75    -205.21 0.2493     -188.40 0.002367   0.168E-02  -0.143E-04 0.00000     0.291E-05   0.848E-03      20.000     0.291E+03   0.346E+03   0.000E+00   0.000E+00
  39   -66.50    -203.17 0.2500     -187.38 0.002376   0.147E-02  -0.144E-04 0.00000     0.279E-05   0.809E-03      20.000     0.290E+03   0.337E+03   0.000E+00   0.000E+00
  40   -68.25    -201.16 0.2506     -186.33 0.002385   0.127E-02  -0.142E-04 0.00000     0.267E-05   0.766E-03      20.000     0.287E+03   0.328E+03   0.000E+00   0.000E+00
  41   -70.00    -199.20 0.2512     -185.26 0.002394   0.108E-02  -0.139E-04 0.00000     0.255E-05   0.721E-03      20.000     0.282E+03   0.320E+03   0.000E+00   0.000E+00
  42   -71.75    -197.27 0.2518     -184.15 0.002404   0.901E-03  -0.135E-04 0.00000     0.245E-05   0.676E-03      20.000     0.276E+03   0.313E+03   0.000E+00   0.000E+00
  43   -73.50    -195.38 0.2524     -183.00 0.002414   0.729E-03  -0.131E-04 0.00000     0.235E-05   0.634E-03      20.000     0.269E+03   0.306E+03   0.000E+00   0.000E+00
  44   -75.25    -193.52 0.2529     -181.82 0.002424   0.566E-03  -0.127E-04 0.00000     0.227E-05   0.597E-03      20.000     0.263E+03   0.300E+03   0.000E+00   0.000E+00
  45   -77.00    -191.69 0.2535     -180.60 0.002435   0.388E-03  -0.124E-04 0.00000     0.219E-05   0.564E-03      20.000     0.258E+03   0.294E+03   0.000E+00   0.000E+00
  46   -78.75    -189.89 0.2543     -179.36 0.002445   0.196E-03  -0.121E-04 0.00000     0.214E-05   0.540E-03      20.000     0.252E+03   0.289E+03   0.000E+00   0.000E+00
  47   -80.50    -188.13 0.2550     -178.10 0.002456   0.126E-04  -0.119E-04 0.00000     0.210E-05   0.519E-03      20.000     0.248E+03   0.284E+03   0.000E+00   0.000E+00
  48   -82.25    -186.39 0.2557     -176.81 0.002467  -0.163E-03  -0.117E-04 0.00000     0.206E-05   0.507E-03      20.000     0.246E+03   0.279E+03   0.000E+00   0.000E+00
  49   -84.00    -184.68 0.2564     -175.51 0.002479  -0.329E-03  -0.116E-04 0.00000     0.202E-05   0.504E-03      20.000     0.249E+03   0.275E+03   0.000E+00   0.000E+00
  50   -85.75    -182.98 0.2571     -174.19 0.002490  -0.489E-03  -0.116E-04 0.00000     0.199E-05   0.506E-03      20.000     0.254E+03   0.271E+03   0.000E+00   0.000E+00
  51   -87.50    -181.31 0.2578     -172.86 0.002502  -0.642E-03  -0.116E-04 0.00000     0.197E-05   0.507E-03      20.000     0.258E+03   0.267E+03   0.000E+00   0.000E+00
  52   -89.25    -179.66 0.2584     -171.53 0.002513  -0.790E-03  -0.118E-04 0.00000     0.194E-05   0.505E-03      20.000     0.260E+03   0.263E+03   0.000E+00   0.000E+00
  53   -91.00    -178.02 0.2591     -170.18 0.002525  -0.932E-03  -0.120E-04 0.00000     0.192E-05   0.499E-03      20.000     0.260E+03   0.259E+03   0.000E+00   0.000E+00
  54   -92.75    -176.39 0.2598     -168.84 0.002536  -0.107E-02  -0.123E-04 0.00000     0.190E-05   0.497E-03      20.000     0.262E+03   0.255E+03   0.000E+00   0.000E+00
  55   -94.50    -174.78 0.2604     -167.50 0.002548  -0.120E-02  -0.127E-04 0.00000     0.187E-05   0.497E-03      20.000     0.265E+03   0.251E+03   0.000E+00   0.000E+00
  56   -96.25    -173.18 0.2611     -166.16 0.002560  -0.133E-02  -0.131E-04 0.00000     0.185E-05   0.497E-03      20.000     0.268E+03   0.247E+03   0.000E+00   0.000E+00
  57   -98.00    -171.59 0.2617     -164.83 0.002571  -0.146E-02  -0.137E-04 0.00000     0.182E-05   0.486E-03      20.000     0.266E+03   0.243E+03   0.000E+00   0.000E+00
  58   -99.75    -170.01 0.2624     -163.51 0.002583  -0.158E-02  -0.143E-04 0.00000     0.180E-05   0.472E-03      20.000     0.262E+03   0.239E+03   0.000E+00   0.000E+00
  59  -101.50    -168.44 0.2630     -162.20 0.002594  -0.170E-02  -0.151E-04 0.00000     0.176E-05   0.459E-03      20.000     0.260E+03   0.235E+03   0.000E+00   0.000E+00
  60  -103.25    -166.87 0.2636     -160.90 0.002605  -0.181E-02  -0.159E-04 0.00000     0.173E-05   0.458E-03      20.000     0.265E+03   0.231E+03   0.000E+00   0.000E+00
  61  -105.00    -165.32 0.2643     -159.62 0.002616  -0.193E-02  -0.169E-04 0.00000     0.169E-05   0.463E-03      20.000     0.275E+03   0.227E+03   0.000E+00   0.000E+00
  62  -106.75    -163.77 0.2649     -158.36 0.002627  -0.204E-02  -0.180E-04 0.00000     0.164E-05   0.466E-03      20.000     0.285E+03   0.223E+03   0.000E+00   0.000E+00
  63  -108.50    -162.23 0.2655     -157.13 0.002638  -0.215E-02  -0.192E-04 0.00000     0.158E-05   0.456E-03      20.000     0.289E+03   0.218E+03   0.000E+00   0.000E+00
  64  -110.25    -160.70 0.2662     -155.92 0.002648  -0.225E-02  -0.206E-04 0.00000     0.151E-05   0.433E-03      20.000     0.287E+03   0.214E+03   0.000E+00   0.000E+00
  65  -112.00    -159.17 0.2668     -154.73 0.002658  -0.236E-02  -0.221E-04 0.00000     0.143E-05   0.405E-03      20.000     0.284E+03   0.210E+03   0.000E+00   0.000E+00
  66  -113.75    -157.64 0.2674     -153.59 0.002668  -0.246E-02  -0.239E-04 0.00000     0.133E-05   0.377E-03      20.000     0.283E+03   0.206E+03   0.000E+00   0.000E+00
  67  -115.50    -156.13 0.2680     -152.48 0.002678  -0.257E-02  -0.259E-04 0.00000     0.122E-05   0.345E-03      20.000     0.282E+03   0.202E+03   0.000E+00   0.000E+00
  68  -117.25    -154.61 0.2686     -151.41 0.002689  -0.267E-02  -0.289E-04 0.00000     0.110E-05   0.304E-03      20.000     0.278E+03   0.198E+03   0.000E+00   0.000E+00
  69  -119.00    -153.10 0.2693     -150.41 0.002702  -0.277E-02  -0.331E-04 0.00000     0.937E-06   0.251E-03      20.000     0.268E+03   0.194E+03   0.000E+00   0.000E+00
  70  -120.75    -151.60 0.2699     -149.49 0.002713  -0.288E-02  -0.375E-04 0.00000     0.748E-06   0.195E-03      20.000     0.260E+03   0.190E+03   0.000E+00   0.000E+00
  71  -122.50    -150.10 0.2707     -148.65 0.002724  -0.301E-02  -0.422E-04 0.00000     0.527E-06   0.136E-03      20.000     0.258E+03   0.186E+03   0.000E+00   0.000E+00
  72  -124.25    -148.60 0.2715     -147.90 0.002733  -0.313E-02  -0.473E-04 0.00000     0.262E-06   0.693E-04      20.000     0.264E+03   0.182E+03   0.000E+00   0.000E+00
  73  -126.00    -147.09 0.2723     -147.23 0.002741  -0.326E-02  -0.528E-04 0.00000    -0.519E-07  -0.926E-05      20.000     0.269E+03   0.178E+03   0.000E+00   0.000E+00
  74  -127.75    -145.59 0.2731     -146.66 0.002748  -0.338E-02  -0.589E-04 0.00000    -0.421E-06  -0.737E-04      20.000     0.272E+03   0.175E+03   0.000E+00   0.000E+00
  75  -129.50    -144.09 0.2739     -146.21 0.002754  -0.350E-02  -0.657E-04 0.00000    -0.853E-06  -0.146E-03      20.000     0.267E+03   0.172E+03   0.000E+00   0.000E+00
  76  -131.25    -142.59 0.2747     -145.90 0.002758  -0.362E-02  -0.733E-04 0.00000    -0.135E-05  -0.228E-03      20.000     0.262E+03   0.168E+03   0.000E+00   0.000E+00
  77  -133.00    -141.09 0.2755     -145.73 0.002760  -0.374E-02  -0.818E-04 0.00000    -0.194E-05  -0.321E-03      20.000     0.256E+03   0.165E+03   0.000E+00   0.000E+00
  78  -134.75    -139.59 0.2763     -145.75 0.002760  -0.386E-02  -0.915E-04 0.00000    -0.262E-05  -0.425E-03      20.000     0.260E+03   0.163E+03   0.000E+00   0.000E+00
  79  -136.50    -138.09 0.2771     -145.98 0.002757  -0.398E-02  -0.103E-03 0.00000    -0.340E-05  -0.544E-03      20.000     0.268E+03   0.160E+03   0.000E+00   0.000E+00
  80  -138.25    -136.59 0.2779     -146.49 0.002751  -0.410E-02  -0.115E-03 0.00000    -0.432E-05  -0.680E-03      20.000     0.287E+03   0.157E+03   0.000E+00   0.000E+00
  81  -140.00    -135.09 0.2786     -147.33 0.002740  -0.421E-02  -0.130E-03 0.00000    -0.539E-05  -0.836E-03      20.000     0.282E+03   0.155E+03   0.000E+00   0.000E+00
  82  -141.75    -133.59 0.2794     -148.61 0.002724  -0.432E-02  -0.147E-03 0.00000    -0.666E-05  -0.102E-02      20.000     0.319E+03   0.153E+03   0.000E+00   0.000E+00
  83  -143.50    -132.09 0.2802     -150.49 0.002701  -0.443E-02  -0.167E-03 0.00000    -0.818E-05  -0.124E-02      20.000     0.272E+03   0.151E+03   0.000E+00   0.000E+00
  84  -145.25    -130.59 0.2810     -153.16 0.002672  -0.454E-02  -0.189E-03 0.00000    -0.100E-04  -0.150E-02      20.000     0.338E+03   0.150E+03   0.000E+00   0.000E+00
  85  -147.00    -129.09 0.2818     -156.73 0.002641  -0.464E-02  -0.214E-03 0.00000    -0.122E-04  -0.180E-02      20.000     0.212E+03   0.148E+03   0.000E+00   0.000E+00
  86  -148.75    -127.58 0.2826     -161.39 0.002601  -0.474E-02  -0.243E-03 0.00000    -0.147E-04  -0.216E-02      20.000     0.363E+03   0.147E+03   0.000E+00   0.000E+00
  87  -150.50    -126.08 0.2834     -167.59 0.002547  -0.483E-02  -0.277E-03 0.00000    -0.177E-04  -0.260E-02      20.000     0.126E+03   0.146E+03   0.000E+00   0.000E+00
  88  -152.25    -124.76 0.0603     -168.52 0.031692  -0.489E-02  -0.297E-03 0.00000    -0.122E-05  -0.177E-03      20.000     0.126E+03   0.146E+03   0.000E+00   0.000E+00
  89  -154.00    -124.65 0.0603     -168.35 0.031692  -0.493E-02  -0.300E-03 0.00000    -0.122E-05  -0.176E-03      20.000     0.125E+03   0.145E+03   0.000E+00   0.000E+00
  90  -155.75    -124.54 0.0603     -168.18 0.031693  -0.496E-02  -0.303E-03 0.00000    -0.122E-05  -0.175E-03      20.000     0.125E+03   0.143E+03   0.000E+00   0.000E+00
  91  -157.50    -124.44 0.0604     -168.03 0.031693  -0.500E-02  -0.306E-03 0.00000    -0.122E-05  -0.174E-03      20.000     0.125E+03   0.142E+03   0.000E+00   0.000E+00
  92  -159.25    -124.35 0.0604     -167.90 0.031693  -0.504E-02  -0.309E-03 0.00000    -0.123E-05  -0.173E-03      20.000     0.125E+03   0.141E+03   0.000E+00   0.000E+00
  93  -161.00    -124.27 0.0604     -167.77 0.031693  -0.507E-02  -0.311E-03 0.00000    -0.123E-05  -0.173E-03      20.000     0.125E+03   0.141E+03   0.000E+00   0.000E+00
  94  -162.75    -124.20 0.0604     -167.66 0.031693  -0.511E-02  -0.314E-03 0.00000    -0.123E-05  -0.172E-03      20.000     0.124E+03   0.140E+03   0.000E+00   0.000E+00
  95  -164.50    -124.13 0.0604     -167.57 0.031693  -0.514E-02  -0.317E-03 0.00000    -0.123E-05  -0.171E-03      20.000     0.124E+03   0.139E+03   0.000E+00   0.000E+00
  96  -166.25    -124.07 0.0604     -167.48 0.031693  -0.518E-02  -0.320E-03 0.00000    -0.123E-05  -0.171E-03      20.000     0.124E+03   0.139E+03   0.000E+00   0.000E+00
  97  -168.00    -124.02 0.0604     -167.42 0.031694  -0.522E-02  -0.323E-03 0.00000    -0.123E-05  -0.171E-03      20.000     0.124E+03   0.138E+03   0.000E+00   0.000E+00
  98  -169.75    -123.98 0.0604     -167.36 0.031694  -0.525E-02  -0.326E-03 0.00000    -0.124E-05  -0.170E-03      20.000     0.124E+03   0.138E+03   0.000E+00   0.000E+00
  99  -171.50    -123.96 0.0604     -167.32 0.031694  -0.529E-02  -0.329E-03 0.00000    -0.124E-05  -0.170E-03      20.000     0.124E+03   0.138E+03   0.000E+00   0.000E+00
 100  -173.25    -123.94 0.0604     -167.30 0.031694  -0.533E-02  -0.332E-03 0.00000    -0.124E-05  -0.170E-03      20.000     0.124E+03   0.137E+03   0.000E+00   0.000E+00
 101  -175.00    -123.93 0.0604     -167.29 0.031694  -0.535E-02  -0.334E-03 0.00000    -0.124E-05  -0.170E-03      20.000     0.124E+03   0.137E+03   0.000E+00   0.000E+00
end


 Time:  1408.000000

 Node    Depth    Head   Moisture   HeadF  MoistureF      Flux       FluxF      Sink       Transf       TranS       Temp          ConcF       Conc(1...NS)
          [L]      [L]     [-]       [L]       [-]       [L/T]       [L/T]       [-]        [1/T]     [M/L3/T]        [C]         [M/L3]      [M/L3]

   1     0.00  -76780.94 0.1010   -13734.97 0.003475   0.267E-01   0.545E-02 0.00000     0.899E-06   0.000E+00      20.000     0.000E+00   0.000E+00   0.000E+00   0.000E+00
   2    -1.75   -2764.20 0.1562    -5439.40 0.004504   0.190E-01   0.502E-02 0.00000    -0.466E-05  -0.146E-03      20.000     0.272E+03   0.315E+02   0.000E+00   0.000E+00
   3    -3.50   -1014.10 0.1895    -3626.87 0.005055   0.109E-01   0.422E-02 0.00000    -0.694E-04  -0.583E-02      20.000     0.716E+02   0.840E+02   0.000E+00   0.000E+00
   4    -5.25    -645.56 0.2086    -2916.16 0.005380   0.109E-01   0.343E-02 0.00000    -0.218E-03  -0.281E-01      20.000     0.255E+03   0.129E+03   0.000E+00   0.000E+00
   5    -7.00    -484.69 0.2220    -2555.43 0.005582   0.117E-01   0.248E-02 0.00000    -0.429E-03  -0.698E-01      20.000     0.123E+03   0.163E+03   0.000E+00   0.000E+00
   6    -8.75    -394.68 0.2327    -2377.49 0.005702   0.126E-01   0.111E-02 0.00000    -0.744E-03  -0.143E+00      20.000     0.263E+03   0.192E+03   0.000E+00   0.000E+00
   7   -10.50    -369.29 0.2125    -2331.00 0.000528   0.129E-01   0.216E-03 0.00000    -0.275E-04  -0.603E-02      20.000     0.113E+03   0.219E+03   0.000E+00   0.000E+00
   8   -12.25    -354.82 0.2150     -717.95 0.001070   0.126E-01   0.144E-03 0.00000    -0.647E-05  -0.159E-02      20.000     0.338E+03   0.246E+03   0.000E+00   0.000E+00
   9   -14.00    -342.15 0.2171     -468.50 0.001378   0.122E-01   0.123E-03 0.00000    -0.308E-05  -0.839E-03      20.000     0.201E+02   0.273E+03   0.000E+00   0.000E+00
  10   -15.75    -330.80 0.2190     -376.46 0.001569   0.118E-01   0.112E-03 0.00000    -0.146E-05  -0.437E-03      20.000     0.232E+03   0.298E+03   0.000E+00   0.000E+00
  11   -17.50    -320.47 0.2208     -328.92 0.001705   0.115E-01   0.102E-03 0.00000    -0.336E-06  -0.109E-03      20.000     0.102E+03   0.324E+03   0.000E+00   0.000E+00
  12   -19.25    -310.97 0.2224     -298.79 0.001800   0.111E-01   0.912E-04 0.00000     0.576E-06   0.619E-04      20.000     0.107E+03   0.348E+03   0.000E+00   0.000E+00
  13   -21.00    -302.25 0.2241     -278.63 0.001884   0.106E-01   0.803E-04 0.00000     0.130E-05   0.102E-03      20.000     0.783E+02   0.371E+03   0.000E+00   0.000E+00
  14   -22.75    -294.47 0.2259     -263.94 0.001945   0.102E-01   0.710E-04 0.00000     0.193E-05   0.132E-03      20.000     0.688E+02   0.394E+03   0.000E+00   0.000E+00
  15   -24.50    -287.50 0.2275     -252.28 0.001994   0.970E-02   0.627E-04 0.00000     0.249E-05   0.193E-03      20.000     0.776E+02   0.415E+03   0.000E+00   0.000E+00
  16   -26.25    -281.16 0.2289     -242.67 0.002034   0.925E-02   0.544E-04 0.00000     0.300E-05   0.316E-03      20.000     0.105E+03   0.434E+03   0.000E+00   0.000E+00
  17   -28.00    -275.33 0.2303     -235.00 0.002078   0.881E-02   0.455E-04 0.00000     0.341E-05   0.482E-03      20.000     0.141E+03   0.452E+03   0.000E+00   0.000E+00
  18   -29.75    -269.91 0.2315     -229.08 0.002114   0.839E-02   0.371E-04 0.00000     0.369E-05   0.650E-03      20.000     0.176E+03   0.468E+03   0.000E+00   0.000E+00
  19   -31.50    -264.85 0.2327     -224.23 0.002143   0.799E-02   0.304E-04 0.00000     0.388E-05   0.809E-03      20.000     0.208E+03   0.481E+03   0.000E+00   0.000E+00
  20   -33.25    -260.09 0.2338     -220.15 0.002168   0.760E-02   0.246E-04 0.00000     0.401E-05   0.948E-03      20.000     0.236E+03   0.491E+03   0.000E+00   0.000E+00
  21   -35.00    -255.60 0.2348     -216.63 0.002189   0.722E-02   0.195E-04 0.00000     0.409E-05   0.105E-02      20.000     0.256E+03   0.499E+03   0.000E+00   0.000E+00
  22   -36.75    -251.34 0.2358     -213.56 0.002207   0.685E-02   0.150E-04 0.00000     0.412E-05   0.110E-02      20.000     0.268E+03   0.504E+03   0.000E+00   0.000E+00
  23   -38.50    -247.30 0.2367     -210.87 0.002223   0.649E-02   0.110E-04 0.00000     0.412E-05   0.113E-02      20.000     0.275E+03   0.506E+03   0.000E+00   0.000E+00
  24   -40.25    -243.44 0.2376     -208.47 0.002238   0.615E-02   0.736E-05 0.00000     0.408E-05   0.114E-02      20.000     0.280E+03   0.505E+03   0.000E+00   0.000E+00
  25   -42.00    -239.78 0.2386     -206.34 0.002251   0.577E-02   0.411E-05 0.00000     0.406E-05   0.114E-02      20.000     0.280E+03   0.501E+03   0.000E+00   0.000E+00
  26   -43.75    -236.35 0.2397     -204.41 0.002262   0.536E-02   0.126E-05 0.00000     0.404E-05   0.112E-02      20.000     0.277E+03   0.495E+03   0.000E+00   0.000E+00
  27   -45.50    -233.13 0.2407     -202.67 0.002273   0.497E-02  -0.120E-05 0.00000     0.399E-05   0.109E-02      20.000     0.274E+03   0.486E+03   0.000E+00   0.000E+00
  28   -47.25    -230.09 0.2416     -201.07 0.002282   0.460E-02  -0.330E-05 0.00000     0.393E-05   0.107E-02      20.000     0.272E+03   0.475E+03   0.000E+00   0.000E+00
  29   -49.00    -227.20 0.2425     -199.58 0.002291   0.425E-02  -0.508E-05 0.00000     0.386E-05   0.105E-02      20.000     0.271E+03   0.463E+03   0.000E+00   0.000E+00
  30   -50.75    -224.43 0.2434     -198.20 0.002299   0.391E-02  -0.655E-05 0.00000     0.377E-05   0.102E-02      20.000     0.270E+03   0.450E+03   0.000E+00   0.000E+00
  31   -52.50    -221.79 0.2442     -196.89 0.002307   0.360E-02  -0.772E-05 0.00000     0.368E-05   0.992E-03      20.000     0.270E+03   0.436E+03   0.000E+00   0.000E+00
  32   -54.25    -219.24 0.2450     -195.63 0.002315   0.330E-02  -0.861E-05 0.00000     0.358E-05   0.977E-03      20.000     0.273E+03   0.422E+03   0.000E+00   0.000E+00
  33   -56.00    -216.79 0.2458     -194.41 0.002322   0.301E-02  -0.924E-05 0.00000     0.347E-05   0.966E-03      20.000     0.278E+03   0.408E+03   0.000E+00   0.000E+00
  34   -57.75    -214.42 0.2465     -193.21 0.002329   0.274E-02  -0.975E-05 0.00000     0.337E-05   0.951E-03      20.000     0.283E+03   0.394E+03   0.000E+00   0.000E+00
  35   -59.50    -212.12 0.2472     -192.04 0.002336   0.248E-02  -0.102E-04 0.00000     0.326E-05   0.931E-03      20.000     0.286E+03   0.381E+03   0.000E+00   0.000E+00
  36   -61.25    -209.89 0.2479     -190.88 0.002346   0.224E-02  -0.114E-04 0.00000     0.315E-05   0.907E-03      20.000     0.288E+03   0.369E+03   0.000E+00   0.000E+00
  37   -63.00    -207.72 0.2486     -189.80 0.002355   0.200E-02  -0.128E-04 0.00000     0.303E-05   0.878E-03      20.000     0.290E+03   0.357E+03   0.000E+00   0.000E+00
  38   -64.75    -205.60 0.2492     -188.75 0.002364   0.178E-02  -0.134E-04 0.00000     0.291E-05   0.846E-03      20.000     0.291E+03   0.347E+03   0.000E+00   0.000E+00
  39   -66.50    -203.54 0.2498     -187.70 0.002373   0.157E-02  -0.137E-04 0.00000     0.278E-05   0.808E-03      20.000     0.290E+03   0.337E+03   0.000E+00   0.000E+00
  40   -68.25    -201.52 0.2505     -186.63 0.002383   0.136E-02  -0.136E-04 0.00000     0.267E-05   0.766E-03      20.000     0.287E+03   0.328E+03   0.000E+00   0.000E+00
  41   -70.00    -199.54 0.2511     -185.53 0.002392   0.117E-02  -0.134E-04 0.00000     0.256E-05   0.721E-03      20.000     0.282E+03   0.320E+03   0.000E+00   0.000E+00
  42   -71.75    -197.60 0.2517     -184.41 0.002402   0.982E-03  -0.131E-04 0.00000     0.245E-05   0.677E-03      20.000     0.276E+03   0.313E+03   0.000E+00   0.000E+00
  43   -73.50    -195.69 0.2523     -183.25 0.002412   0.805E-03  -0.128E-04 0.00000     0.236E-05   0.635E-03      20.000     0.269E+03   0.306E+03   0.000E+00   0.000E+00
  44   -75.25    -193.82 0.2529     -182.06 0.002422   0.636E-03  -0.125E-04 0.00000     0.227E-05   0.598E-03      20.000     0.263E+03   0.300E+03   0.000E+00   0.000E+00
  45   -77.00    -191.98 0.2534     -180.84 0.002433   0.474E-03  -0.122E-04 0.00000     0.219E-05   0.564E-03      20.000     0.258E+03   0.294E+03   0.000E+00   0.000E+00
  46   -78.75    -190.16 0.2541     -179.60 0.002443   0.296E-03  -0.120E-04 0.00000     0.214E-05   0.539E-03      20.000     0.252E+03   0.289E+03   0.000E+00   0.000E+00
  47   -80.50    -188.38 0.2549     -178.33 0.002454   0.104E-03  -0.118E-04 0.00000     0.209E-05   0.518E-03      20.000     0.248E+03   0.284E+03   0.000E+00   0.000E+00
  48   -82.25    -186.63 0.2556     -177.04 0.002465  -0.787E-04  -0.117E-04 0.00000     0.205E-05   0.505E-03      20.000     0.246E+03   0.279E+03   0.000E+00   0.000E+00
  49   -84.00    -184.90 0.2563     -175.74 0.002477  -0.252E-03  -0.116E-04 0.00000     0.202E-05   0.501E-03      20.000     0.249E+03   0.275E+03   0.000E+00   0.000E+00
  50   -85.75    -183.20 0.2570     -174.42 0.002488  -0.418E-03  -0.116E-04 0.00000     0.198E-05   0.503E-03      20.000     0.254E+03   0.271E+03   0.000E+00   0.000E+00
  51   -87.50    -181.52 0.2577     -173.10 0.002500  -0.576E-03  -0.116E-04 0.00000     0.195E-05   0.504E-03      20.000     0.258E+03   0.267E+03   0.000E+00   0.000E+00
  52   -89.25    -179.86 0.2583     -171.76 0.002511  -0.728E-03  -0.118E-04 0.00000     0.193E-05   0.501E-03      20.000     0.260E+03   0.263E+03   0.000E+00   0.000E+00
  53   -91.00    -178.21 0.2590     -170.42 0.002523  -0.874E-03  -0.120E-04 0.00000     0.190E-05   0.495E-03      20.000     0.260E+03   0.259E+03   0.000E+00   0.000E+00
  54   -92.75    -176.58 0.2597     -169.08 0.002534  -0.101E-02  -0.123E-04 0.00000     0.188E-05   0.491E-03      20.000     0.262E+03   0.255E+03   0.000E+00   0.000E+00
  55   -94.50    -174.96 0.2603     -167.74 0.002546  -0.115E-02  -0.127E-04 0.00000     0.185E-05   0.491E-03      20.000     0.265E+03   0.251E+03   0.000E+00   0.000E+00
  56   -96.25    -173.35 0.2610     -166.41 0.002557  -0.128E-02  -0.132E-04 0.00000     0.182E-05   0.490E-03      20.000     0.268E+03   0.247E+03   0.000E+00   0.000E+00
  57   -98.00    -171.76 0.2617     -165.08 0.002569  -0.141E-02  -0.137E-04 0.00000     0.180E-05   0.479E-03      20.000     0.266E+03   0.243E+03   0.000E+00   0.000E+00
  58   -99.75    -170.17 0.2623     -163.76 0.002580  -0.154E-02  -0.144E-04 0.00000     0.177E-05   0.464E-03      20.000     0.263E+03   0.239E+03   0.000E+00   0.000E+00
  59  -101.50    -168.60 0.2629     -162.45 0.002592  -0.166E-02  -0.151E-04 0.00000     0.173E-05   0.451E-03      20.000     0.260E+03   0.235E+03   0.000E+00   0.000E+00
  60  -103.25    -167.03 0.2636     -161.16 0.002603  -0.178E-02  -0.159E-04 0.00000     0.169E-05   0.449E-03      20.000     0.265E+03   0.231E+03   0.000E+00   0.000E+00
  61  -105.00    -165.47 0.2642     -159.88 0.002614  -0.189E-02  -0.169E-04 0.00000     0.165E-05   0.453E-03      20.000     0.275E+03   0.227E+03   0.000E+00   0.000E+00
  62  -106.75    -163.92 0.2648     -158.63 0.002625  -0.200E-02  -0.180E-04 0.00000     0.160E-05   0.455E-03      20.000     0.285E+03   0.223E+03   0.000E+00   0.000E+00
  63  -108.50    -162.38 0.2655     -157.39 0.002635  -0.212E-02  -0.192E-04 0.00000     0.154E-05   0.444E-03      20.000     0.289E+03   0.218E+03   0.000E+00   0.000E+00
  64  -110.25    -160.84 0.2661     -156.18 0.002646  -0.223E-02  -0.206E-04 0.00000     0.147E-05   0.420E-03      20.000     0.287E+03   0.214E+03   0.000E+00   0.000E+00
  65  -112.00    -159.31 0.2667     -155.00 0.002656  -0.233E-02  -0.221E-04 0.00000     0.138E-05   0.392E-03      20.000     0.284E+03   0.210E+03   0.000E+00   0.000E+00
  66  -113.75    -157.79 0.2674     -153.86 0.002666  -0.244E-02  -0.238E-04 0.00000     0.129E-05   0.364E-03      20.000     0.283E+03   0.206E+03   0.000E+00   0.000E+00
  67  -115.50    -156.27 0.2680     -152.75 0.002676  -0.254E-02  -0.257E-04 0.00000     0.118E-05   0.332E-03      20.000     0.282E+03   0.202E+03   0.000E+00   0.000E+00
  68  -117.25    -154.75 0.2686     -151.68 0.002686  -0.265E-02  -0.286E-04 0.00000     0.105E-05   0.291E-03      20.000     0.278E+03   0.198E+03   0.000E+00   0.000E+00
  69  -119.00    -153.24 0.2692     -150.68 0.002698  -0.275E-02  -0.327E-04 0.00000     0.888E-06   0.238E-03      20.000     0.268E+03   0.194E+03   0.000E+00   0.000E+00
  70  -120.75    -151.74 0.2699     -149.76 0.002710  -0.286E-02  -0.371E-04 0.00000     0.699E-06   0.182E-03      20.000     0.260E+03   0.190E+03   0.000E+00   0.000E+00
  71  -122.50    -150.23 0.2706     -148.92 0.002720  -0.299E-02  -0.417E-04 0.00000     0.479E-06   0.124E-03      20.000     0.258E+03   0.186E+03   0.000E+00   0.000E+00
  72  -124.25    -148.73 0.2714     -148.16 0.002730  -0.311E-02  -0.468E-04 0.00000     0.214E-06   0.566E-04      20.000     0.264E+03   0.182E+03   0.000E+00   0.000E+00
  73  -126.00    -147.23 0.2722     -147.49 0.002738  -0.324E-02  -0.523E-04 0.00000    -0.993E-07  -0.177E-04      20.000     0.269E+03   0.178E+03   0.000E+00   0.000E+00
  74  -127.75    -145.73 0.2730     -146.92 0.002745  -0.336E-02  -0.584E-04 0.00000    -0.468E-06  -0.819E-04      20.000     0.272E+03   0.175E+03   0.000E+00   0.000E+00
  75  -129.50    -144.23 0.2738     -146.47 0.002751  -0.349E-02  -0.651E-04 0.00000    -0.899E-06  -0.154E-03      20.000     0.267E+03   0.172E+03   0.000E+00   0.000E+00
