

   Time         sum(rTop)     sum(rRoot)    sum(vTop)     sum(vRoot)     sum(vBot)    hTop       hRoot      hBot      A-level
    [T]           [L]           [L]           [L]           [L]            [L]        [L]         [L]       [L] 

   788.00000 -0.741460E+02  0.727605E+02 -0.768183E+02  0.666493E+02 -0.121335E+02  -1581.790      0.000   -121.286     788
   789.00000 -0.741323E+02  0.727605E+02 -0.768046E+02  0.666493E+02 -0.121395E+02  -1399.201      0.000   -121.299     789
   790.00000 -0.741114E+02  0.727605E+02 -0.767837E+02  0.666493E+02 -0.121455E+02  -1527.146      0.000   -121.314     790
   791.00000 -0.740678E+02  0.727605E+02 -0.767401E+02  0.666493E+02 -0.121515E+02  -2757.815      0.000   -121.331     791
   792.00000 -0.740396E+02  0.727605E+02 -0.767119E+02  0.666493E+02 -0.121575E+02  -3102.893      0.000   -121.351     792
   793.00000 -0.740093E+02  0.727605E+02 -0.766816E+02  0.666493E+02 -0.121635E+02  -3854.228      0.000   -121.373     793
   794.00000 -0.740001E+02  0.727605E+02 -0.766724E+02  0.666493E+02 -0.121695E+02  -2794.810      0.000   -121.397     794
   795.00000 -0.739886E+02  0.727605E+02 -0.766609E+02  0.666493E+02 -0.121755E+02  -2450.122      0.000   -121.424     795
   796.00000 -0.739762E+02  0.727605E+02 -0.766485E+02  0.666493E+02 -0.121815E+02  -2292.502      0.000   -121.453     796
   797.00000 -0.739634E+02  0.727605E+02 -0.766357E+02  0.666493E+02 -0.121875E+02  -2201.342      0.000   -121.484     797
   798.00000 -0.739502E+02  0.727605E+02 -0.766225E+02  0.666493E+02 -0.121935E+02  -2150.585      0.000   -121.517     798
   799.00000 -0.741394E+02  0.727605E+02 -0.768117E+02  0.666493E+02 -0.121994E+02   -181.191      0.000   -121.552     799
   800.00000 -0.741282E+02  0.727605E+02 -0.768005E+02  0.666493E+02 -0.122054E+02   -327.170      0.000   -121.590     800
   801.00000 -0.741153E+02  0.727605E+02 -0.767876E+02  0.666493E+02 -0.122113E+02   -393.157      0.000   -121.629     801
   802.00000 -0.740814E+02  0.727605E+02 -0.767537E+02  0.666493E+02 -0.122173E+02   -576.364      0.000   -121.671     802
   803.00000 -0.740373E+02  0.727605E+02 -0.767096E+02  0.666493E+02 -0.122232E+02   -904.241      0.000   -121.717     803
   804.00000 -0.742974E+02  0.727605E+02 -0.769697E+02  0.666493E+02 -0.122292E+02   -112.670      0.000   -121.763     804
   805.00000 -0.742750E+02  0.727605E+02 -0.769473E+02  0.666493E+02 -0.122351E+02   -222.103      0.000   -121.812     805
   806.00000 -0.742484E+02  0.727605E+02 -0.769207E+02  0.666493E+02 -0.122410E+02   -283.032      0.000   -121.863     806
   807.00000 -0.742123E+02  0.727605E+02 -0.768846E+02  0.666493E+02 -0.122469E+02   -367.705      0.000   -121.917     807
   808.00000 -0.741790E+02  0.727605E+02 -0.768513E+02  0.666493E+02 -0.122528E+02   -441.613      0.000   -121.974     808
   809.00000 -0.741561E+02  0.727605E+02 -0.768284E+02  0.666493E+02 -0.122587E+02   -465.460      0.000   -122.033     809
   810.00000 -0.741283E+02  0.727605E+02 -0.768006E+02  0.666493E+02 -0.122646E+02   -541.552      0.000   -122.095     810
   811.00000 -0.741004E+02  0.727605E+02 -0.767727E+02  0.666493E+02 -0.122705E+02   -619.036      0.000   -122.159     811
   812.00000 -0.740623E+02  0.727605E+02 -0.767346E+02  0.666493E+02 -0.122764E+02   -834.385      0.000   -122.225     812
   813.00000 -0.742791E+02  0.727605E+02 -0.769514E+02  0.666493E+02 -0.122822E+02   -125.155      0.000   -122.292     813
   814.00000 -0.742568E+02  0.727605E+02 -0.769291E+02  0.666493E+02 -0.122881E+02   -234.653      0.000   -122.362     814
   815.00000 -0.742355E+02  0.727605E+02 -0.769078E+02  0.666493E+02 -0.122939E+02   -284.142      0.000   -122.435     815
   816.00000 -0.742059E+02  0.727605E+02 -0.768782E+02  0.666493E+02 -0.122997E+02   -350.138      0.000   -122.509     816
   817.00000 -0.741769E+02  0.727605E+02 -0.768492E+02  0.666493E+02 -0.123055E+02   -408.907      0.000   -122.586     817
   818.00000 -0.742476E+02  0.727605E+02 -0.769199E+02  0.666493E+02 -0.123113E+02   -195.028      0.000   -122.665     818
   819.00000 -0.744300E+02  0.727605E+02 -0.771023E+02  0.666493E+02 -0.123171E+02   -106.610      0.000   -122.746     819
   820.00000 -0.743974E+02  0.727605E+02 -0.770697E+02  0.666493E+02 -0.123229E+02   -192.644      0.000   -122.829     820
   821.00000 -0.743447E+02  0.727605E+02 -0.770170E+02  0.666493E+02 -0.123286E+02   -281.855      0.000   -122.914     821
   822.00000 -0.742983E+02  0.727605E+02 -0.769706E+02  0.666493E+02 -0.123343E+02   -359.978      0.000   -123.001     822
   823.00000 -0.742744E+02  0.727605E+02 -0.769467E+02  0.666493E+02 -0.123401E+02   -364.200      0.000   -123.091     823
   824.00000 -0.742565E+02  0.727605E+02 -0.769288E+02  0.666493E+02 -0.123458E+02   -367.199      0.000   -123.183     824
   825.00000 -0.742248E+02  0.727605E+02 -0.768971E+02  0.666493E+02 -0.123515E+02   -441.775      0.000   -123.276     825
   826.00000 -0.741606E+02  0.727605E+02 -0.768329E+02  0.666493E+02 -0.123571E+02   -791.392      0.000   -123.372     826
   827.00000 -0.740822E+02  0.727605E+02 -0.767545E+02  0.666493E+02 -0.123628E+02  -1717.961      0.000   -123.469     827
   828.00000 -0.740007E+02  0.727605E+02 -0.766730E+02  0.666493E+02 -0.123685E+02  -4092.548      0.000   -123.567     828
   829.00000 -0.739039E+02  0.727605E+02 -0.765762E+02  0.666493E+02 -0.123741E+02 -16232.556      0.000   -123.668     829
   830.00000 -0.737876E+02  0.727605E+02 -0.764728E+02  0.666493E+02 -0.123797E+02-100000.000      0.000   -123.769     830
   831.00000 -0.736929E+02  0.727605E+02 -0.764237E+02  0.666493E+02 -0.123853E+02-100000.000      0.000   -123.872     831
   832.00000 -0.736496E+02  0.727605E+02 -0.763873E+02  0.666493E+02 -0.123909E+02-100000.000      0.000   -123.977     832
   833.00000 -0.740471E+02  0.727605E+02 -0.767848E+02  0.666493E+02 -0.123965E+02   -119.106      0.000   -124.082     833
   834.00000 -0.740100E+02  0.727605E+02 -0.767477E+02  0.666493E+02 -0.124020E+02   -328.802      0.000   -124.189     834
   835.00000 -0.739564E+02  0.727605E+02 -0.766941E+02  0.666493E+02 -0.124075E+02   -601.650      0.000   -124.298     835
   836.00000 -0.738727E+02  0.727605E+02 -0.766104E+02  0.666493E+02 -0.124131E+02  -1688.420      0.000   -124.407     836
   837.00000 -0.738029E+02  0.727605E+02 -0.765406E+02  0.666493E+02 -0.124186E+02  -3490.676      0.000   -124.518     837
   838.00000 -0.744387E+02  0.727605E+02 -0.771764E+02  0.666493E+02 -0.124240E+02    -53.747      0.000   -124.630     838
   839.00000 -0.748869E+02  0.727605E+02 -0.776246E+02  0.666493E+02 -0.124295E+02    -44.817      0.000   -124.742     839
   840.00000 -0.748615E+02  0.727605E+02 -0.775992E+02  0.666493E+02 -0.124350E+02    -95.812      0.000   -124.856     840
   841.00000 -0.748405E+02  0.727605E+02 -0.775782E+02  0.666493E+02 -0.124404E+02   -121.101      0.000   -124.970     841
   842.00000 -0.748003E+02  0.727605E+02 -0.775380E+02  0.666493E+02 -0.124458E+02   -155.759      0.000   -125.085     842
   843.00000 -0.747435E+02  0.727605E+02 -0.774812E+02  0.666493E+02 -0.124512E+02   -204.992      0.000   -125.201     843
   844.00000 -0.746866E+02  0.727605E+02 -0.774243E+02  0.666493E+02 -0.124565E+02   -259.877      0.000   -125.317     844
   845.00000 -0.746136E+02  0.727605E+02 -0.773513E+02  0.666493E+02 -0.124619E+02   -381.637   -253.641   -125.434     845
   846.00000 -0.745364E+02  0.727605E+02 -0.772741E+02  0.666493E+02 -0.124672E+02   -594.627   -313.354   -125.551     846
   847.00000 -0.746620E+02  0.727605E+02 -0.773998E+02  0.666493E+02 -0.124725E+02   -146.973   -193.160   -125.669     847
   848.00000 -0.745840E+02  0.727605E+02 -0.773217E+02  0.666493E+02 -0.124778E+02   -354.458   -250.107   -125.786     848
   849.00000 -0.745052E+02  0.727605E+02 -0.772429E+02  0.666493E+02 -0.124831E+02   -608.160   -322.554   -125.904     849
   850.00000 -0.744214E+02  0.727605E+02 -0.771591E+02  0.666493E+02 -0.124884E+02  -1142.311   -420.365   -126.023     850
   851.00000 -0.743359E+02  0.727605E+02 -0.770736E+02  0.666493E+02 -0.124936E+02  -2286.058   -555.647   -126.141     851
   852.00000 -0.742562E+02  0.727605E+02 -0.769939E+02  0.666493E+02 -0.124988E+02  -4591.507   -736.144   -126.259     852
   853.00000 -0.741723E+02  0.727605E+02 -0.769100E+02  0.666493E+02 -0.125040E+02 -11758.807  -1020.164   -126.378     853
   854.00000 -0.740822E+02  0.727605E+02 -0.768199E+02  0.666493E+02 -0.125092E+02 -43219.707  -1560.698   -126.496     854
   855.00000 -0.748847E+02  0.727605E+02 -0.776224E+02  0.666493E+02 -0.125143E+02    -45.176    -64.982   -126.615     855
   856.00000 -0.753939E+02  0.727605E+02 -0.781316E+02  0.666493E+02 -0.125195E+02    -38.674    -45.882   -126.733     856
   857.00000 -0.755152E+02  0.727605E+02 -0.782529E+02  0.666493E+02 -0.125246E+02    -61.841    -65.828   -126.851     857
   858.00000 -0.754350E+02  0.727605E+02 -0.781727E+02  0.666493E+02 -0.125297E+02   -117.030   -106.323   -126.969     858
   859.00000 -0.755045E+02  0.727605E+02 -0.782422E+02  0.666493E+02 -0.125348E+02    -92.652    -98.832   -127.087     859
   860.00000 -0.754265E+02  0.727605E+02 -0.781642E+02  0.666493E+02 -0.125399E+02   -159.420   -138.050   -127.204     860
   861.00000 -0.753718E+02  0.727605E+02 -0.781095E+02  0.666493E+02 -0.125449E+02   -190.413   -164.115   -127.320     861
end
